layer,expert,loss_fn,beta_global,num_score_tokens,gradient_signed,gradient_abs,gradient_at_global_zero,ratio_to_global_zero_pct,ratio_valid,first_order_signed,first_order_abs
0,54,l2,0.25,4096,-2.0107889753262498e-07,2.0107889753262498e-07,-2.6810519671016664e-07,75.0,True,5.0269724383156245e-08,5.0269724383156245e-08
0,55,l2,0.25,4096,-1.410574945737153e-07,1.410574945737153e-07,-1.880766760109509e-07,74.99999338860185,True,3.5264373643428826e-08,3.5264373643428826e-08
0,56,l2,0.25,4096,-3.7943857478239806e-07,3.7943857478239806e-07,-5.059181091837672e-07,74.99999859553805,True,9.485964369559952e-08,9.485964369559952e-08
0,57,l2,0.25,4096,-9.463110473006964e-07,9.463110473006964e-07,-1.2617480820154015e-06,74.99999887371696,True,2.365777618251741e-07,2.365777618251741e-07
0,58,l2,0.25,4096,-2.4211257709794154e-07,2.4211257709794154e-07,-3.2281681683343777e-07,74.99998899464497,True,6.052814427448538e-08,6.052814427448538e-08
0,59,l2,0.25,4096,-4.507471516035366e-07,4.507471516035366e-07,-6.009962589814677e-07,74.99999290635117,True,1.1268678790088416e-07,1.1268678790088416e-07
0,60,l2,0.25,4096,-1.1285152368145646e-06,1.1285152368145646e-06,-1.5046869066281943e-06,75.00000377775726,True,2.8212880920364114e-07,2.8212880920364114e-07
0,61,l2,0.25,4096,-4.290591562039481e-07,4.290591562039481e-07,-5.720788749385974e-07,75.0,True,1.0726478905098702e-07,1.0726478905098702e-07
0,62,l2,0.25,4096,-5.097508051221666e-07,5.097508051221666e-07,-6.796677212150826e-07,75.00000209085326,True,1.2743770128054166e-07,1.2743770128054166e-07
0,63,l2,0.25,4096,-1.1290213137726823e-06,1.1290213137726823e-06,-1.5053617516969098e-06,75.0,True,2.822553284431706e-07,2.822553284431706e-07
0,64,l2,0.25,4096,-1.0824374498952238e-06,1.0824374498952238e-06,-1.4432498574024066e-06,75.0000039385709,True,2.7060936247380596e-07,2.7060936247380596e-07
