timestamp,index,memory_used_mib,memory_total_mib,utilization_gpu_percent,power_watts
2026/09/26 00:47:16.761, 0, 0, 97871, 0, 95.85
2026/09/26 00:47:16.765, 1, 0, 97871, 0, 77.77
2026/09/26 00:47:16.768, 2, 0, 97871, 0, 78.03
2026/09/26 00:47:16.772, 3, 0, 97871, 0, 78.35
2026/09/26 00:47:16.975, 0, 0, 97871, 0, 87.37
2026/09/26 00:47:16.975, 1, 0, 97871, 0, 77.52
2026/09/26 00:47:16.975, 2, 0, 97871, 0, 77.64
2026/09/26 00:47:16.976, 3, 0, 97871, 0, 78.09
2026/09/26 00:47:17.176, 0, 0, 97871, 0, 77.38
2026/09/26 00:47:17.176, 1, 0, 97871, 0, 77.30
2026/09/26 00:47:17.176, 2, 0, 97871, 0, 77.27
2026/09/26 00:47:17.176, 3, 0, 97871, 0, 77.84
2026/09/26 00:47:17.376, 0, 0, 97871, 0, 75.74
2026/09/26 00:47:17.376, 1, 0, 97871, 0, 77.11
2026/09/26 00:47:17.376, 2, 0, 97871, 0, 76.93
2026/09/26 00:47:17.376, 3, 0, 97871, 0, 77.66
2026/09/26 00:47:17.576, 0, 0, 97871, 0, 75.38
2026/09/26 00:47:17.576, 1, 0, 97871, 0, 76.97
2026/09/26 00:47:17.576, 2, 0, 97871, 0, 76.67
2026/09/26 00:47:17.576, 3, 0, 97871, 0, 77.48
2026/09/26 00:47:17.776, 0, 0, 97871, 0, 75.09
2026/09/26 00:47:17.776, 1, 0, 97871, 0, 76.92
2026/09/26 00:47:17.776, 2, 0, 97871, 0, 76.48
2026/09/26 00:47:17.776, 3, 0, 97871, 0, 77.42
2026/09/26 00:47:17.976, 0, 0, 97871, 0, 74.80
2026/09/26 00:47:17.976, 1, 0, 97871, 0, 76.85
2026/09/26 00:47:17.976, 2, 0, 97871, 0, 76.22
2026/09/26 00:47:17.976, 3, 0, 97871, 0, 77.33
2026/09/26 00:47:18.176, 0, 0, 97871, 0, 74.68
2026/09/26 00:47:18.177, 1, 0, 97871, 0, 76.81
2026/09/26 00:47:18.177, 2, 0, 97871, 0, 76.00
2026/09/26 00:47:18.177, 3, 0, 97871, 0, 77.32
2026/09/26 00:47:18.377, 0, 0, 97871, 0, 74.36
2026/09/26 00:47:18.377, 1, 0, 97871, 0, 76.80
2026/09/26 00:47:18.377, 2, 0, 97871, 0, 75.85
2026/09/26 00:47:18.377, 3, 0, 97871, 0, 77.25
2026/09/26 00:47:18.577, 0, 0, 97871, 0, 74.17
2026/09/26 00:47:18.577, 1, 0, 97871, 0, 76.77
2026/09/26 00:47:18.577, 2, 0, 97871, 0, 75.77
2026/09/26 00:47:18.577, 3, 0, 97871, 0, 77.24
2026/09/26 00:47:18.777, 0, 0, 97871, 0, 74.06
2026/09/26 00:47:18.777, 1, 0, 97871, 0, 76.75
2026/09/26 00:47:18.777, 2, 0, 97871, 0, 75.64
2026/09/26 00:47:18.777, 3, 0, 97871, 0, 77.21
2026/09/26 00:47:18.978, 0, 0, 97871, 0, 73.97
2026/09/26 00:47:18.978, 1, 0, 97871, 0, 76.74
2026/09/26 00:47:18.978, 2, 0, 97871, 0, 75.59
2026/09/26 00:47:18.978, 3, 0, 97871, 0, 77.19
2026/09/26 00:47:19.178, 0, 0, 97871, 0, 73.95
2026/09/26 00:47:19.178, 1, 0, 97871, 0, 76.71
2026/09/26 00:47:19.178, 2, 0, 97871, 0, 75.61
2026/09/26 00:47:19.178, 3, 0, 97871, 0, 77.15
2026/09/26 00:47:19.378, 0, 0, 97871, 0, 73.91
2026/09/26 00:47:19.378, 1, 0, 97871, 0, 76.71
2026/09/26 00:47:19.378, 2, 0, 97871, 0, 75.57
2026/09/26 00:47:19.378, 3, 0, 97871, 0, 77.15
2026/09/26 00:47:19.578, 0, 0, 97871, 0, 73.90
2026/09/26 00:47:19.578, 1, 0, 97871, 0, 76.72
2026/09/26 00:47:19.578, 2, 0, 97871, 0, 75.51
2026/09/26 00:47:19.578, 3, 0, 97871, 0, 77.13
2026/09/26 00:47:19.778, 0, 0, 97871, 0, 73.90
2026/09/26 00:47:19.778, 1, 0, 97871, 0, 76.71
2026/09/26 00:47:19.778, 2, 0, 97871, 0, 75.53
2026/09/26 00:47:19.778, 3, 0, 97871, 0, 77.11
2026/09/26 00:47:19.978, 0, 0, 97871, 0, 73.89
2026/09/26 00:47:19.978, 1, 0, 97871, 0, 76.69
2026/09/26 00:47:19.978, 2, 0, 97871, 0, 75.51
2026/09/26 00:47:19.978, 3, 0, 97871, 0, 77.08
2026/09/26 00:47:20.178, 0, 0, 97871, 0, 73.89
2026/09/26 00:47:20.178, 1, 0, 97871, 0, 76.69
2026/09/26 00:47:20.178, 2, 0, 97871, 0, 75.45
2026/09/26 00:47:20.178, 3, 0, 97871, 0, 77.08
2026/09/26 00:47:20.379, 0, 0, 97871, 0, 73.86
2026/09/26 00:47:20.379, 1, 0, 97871, 0, 76.69
2026/09/26 00:47:20.379, 2, 0, 97871, 0, 75.45
2026/09/26 00:47:20.379, 3, 0, 97871, 0, 77.05
2026/09/26 00:47:20.579, 0, 0, 97871, 0, 73.85
2026/09/26 00:47:20.579, 1, 0, 97871, 0, 76.69
2026/09/26 00:47:20.579, 2, 0, 97871, 0, 75.46
2026/09/26 00:47:20.579, 3, 0, 97871, 0, 77.05
2026/09/26 00:47:20.779, 0, 0, 97871, 0, 73.85
2026/09/26 00:47:20.779, 1, 0, 97871, 0, 76.65
2026/09/26 00:47:20.779, 2, 0, 97871, 0, 75.43
2026/09/26 00:47:20.779, 3, 0, 97871, 0, 77.04
2026/09/26 00:47:20.979, 0, 0, 97871, 0, 73.85
2026/09/26 00:47:20.979, 1, 0, 97871, 0, 76.64
2026/09/26 00:47:20.979, 2, 0, 97871, 0, 75.40
2026/09/26 00:47:20.979, 3, 0, 97871, 0, 77.05
2026/09/26 00:47:21.179, 0, 0, 97871, 0, 73.84
2026/09/26 00:47:21.179, 1, 0, 97871, 0, 76.61
2026/09/26 00:47:21.179, 2, 0, 97871, 0, 75.44
2026/09/26 00:47:21.179, 3, 0, 97871, 0, 77.02
2026/09/26 00:47:21.379, 0, 0, 97871, 0, 73.82
2026/09/26 00:47:21.379, 1, 0, 97871, 0, 76.58
2026/09/26 00:47:21.379, 2, 0, 97871, 0, 75.44
2026/09/26 00:47:21.379, 3, 0, 97871, 0, 77.03
2026/09/26 00:47:21.580, 0, 0, 97871, 0, 73.82
2026/09/26 00:47:21.580, 1, 0, 97871, 0, 76.54
2026/09/26 00:47:21.580, 2, 0, 97871, 0, 75.37
2026/09/26 00:47:21.580, 3, 0, 97871, 0, 77.02
2026/09/26 00:47:21.780, 0, 0, 97871, 0, 73.78
2026/09/26 00:47:21.780, 1, 0, 97871, 0, 76.54
2026/09/26 00:47:21.780, 2, 0, 97871, 0, 75.37
2026/09/26 00:47:21.780, 3, 0, 97871, 0, 77.00
2026/09/26 00:47:21.980, 0, 0, 97871, 0, 73.78
2026/09/26 00:47:21.980, 1, 0, 97871, 0, 76.50
2026/09/26 00:47:21.980, 2, 0, 97871, 0, 75.40
2026/09/26 00:47:21.980, 3, 0, 97871, 0, 77.00
2026/09/26 00:47:22.180, 0, 0, 97871, 0, 73.75
2026/09/26 00:47:22.180, 1, 0, 97871, 0, 76.51
2026/09/26 00:47:22.180, 2, 0, 97871, 0, 75.36
2026/09/26 00:47:22.180, 3, 0, 97871, 0, 77.00
2026/09/26 00:47:22.380, 0, 0, 97871, 0, 73.75
2026/09/26 00:47:22.380, 1, 0, 97871, 0, 76.51
2026/09/26 00:47:22.380, 2, 0, 97871, 0, 75.33
2026/09/26 00:47:22.380, 3, 0, 97871, 0, 76.98
2026/09/26 00:47:22.580, 0, 0, 97871, 0, 73.72
2026/09/26 00:47:22.580, 1, 0, 97871, 0, 76.55
2026/09/26 00:47:22.580, 2, 0, 97871, 0, 75.36
2026/09/26 00:47:22.580, 3, 0, 97871, 0, 76.97
2026/09/26 00:47:22.780, 0, 0, 97871, 0, 73.71
2026/09/26 00:47:22.780, 1, 0, 97871, 0, 76.60
2026/09/26 00:47:22.780, 2, 0, 97871, 0, 75.37
2026/09/26 00:47:22.780, 3, 0, 97871, 0, 76.97
