baseline,expert_high,expert_low,truth_high,truth_low,truth_gap,first_high,first_low,hessian_high,hessian_low,hessian_relative_error_high,hessian_relative_error_low
first_order_signed,46,103,4.5385162035830736e-08,3.054582773673119e-08,1.4839334299099548e-08,5.620037069054006e-09,5.6440286000380974e-09,4.5386340019604177e-08,3.0536554618265654e-08,2.5955262041613758e-05,0.0003035805264619527
first_order_abs,22,41,4.0700582754728744e-08,2.5885927878612967e-08,1.4814654876115777e-08,4.742286863201883e-09,4.976692991043308e-09,4.0700605552501656e-08,2.5885404042469418e-08,5.601338204464766e-07,2.0236328634061015e-05
first_order_signed,22,41,4.0700582754728744e-08,2.5885927878612967e-08,1.4814654876115777e-08,4.742286863201883e-09,4.976692991043308e-09,4.0700605552501656e-08,2.5885404042469418e-08,5.601338204464766e-07,2.0236328634061015e-05
first_order_abs,3,50,8.571599272853237e-08,7.102180668059992e-08,1.4694186047932455e-08,1.2657010772798571e-08,1.5356485061346346e-08,8.572295229214433e-08,7.090638831641627e-08,8.119329182825081e-05,0.0016251116323006036
first_order_signed,3,50,8.571599272853237e-08,7.102180668059992e-08,1.4694186047932455e-08,1.2657010772798571e-08,1.5356485061346346e-08,8.572295229214433e-08,7.090638831641627e-08,8.119329182825081e-05,0.0016251116323006036
first_order_abs,87,110,1.0094680253510039e-07,8.632561303170921e-08,1.4621189503391184e-08,1.7210672753620313e-08,1.8151225145146554e-08,1.0093371827224473e-07,8.62886224695103e-08,0.0001296154264134363,0.00042850042878143186
first_order_signed,87,110,1.0094680253510039e-07,8.632561303170921e-08,1.4621189503391184e-08,1.7210672753620313e-08,1.8151225145146554e-08,1.0093371827224473e-07,8.62886224695103e-08,0.0001296154264134363,0.00042850042878143186
first_order_abs,93,100,8.236008620938032e-08,6.780699859506189e-08,1.4553087614318436e-08,1.2308405716865422e-08,1.2649099589978618e-08,8.235043935655995e-08,6.780321371024911e-08,0.00011713019332996172,5.5818497960348926e-05
first_order_signed,93,100,8.236008620938032e-08,6.780699859506189e-08,1.4553087614318436e-08,1.2308405716865422e-08,1.2649099589978618e-08,8.235043935655995e-08,6.780321371024911e-08,0.00011713019332996172,5.5818497960348926e-05
first_order_abs,108,100,8.226436222415004e-08,6.780699859506189e-08,1.4457363629088155e-08,9.022701896732599e-09,1.2649099589978618e-08,8.233610060415231e-08,6.780321371024911e-08,0.0008720468750100524,5.5818497960348926e-05
first_order_signed,108,100,8.226436222415004e-08,6.780699859506189e-08,1.4457363629088155e-08,9.022701896732599e-09,1.2649099589978618e-08,8.233610060415231e-08,6.780321371024911e-08,0.0008720468750100524,5.5818497960348926e-05
first_order_abs,40,100,8.224532038438185e-08,6.780699859506189e-08,1.443832178931996e-08,1.0020814977806936e-08,1.2649099589978618e-08,8.227036119023978e-08,6.780321371024911e-08,0.0003044648101667692,5.5818497960348926e-05
first_order_signed,40,100,8.224532038438185e-08,6.780699859506189e-08,1.443832178931996e-08,1.0020814977806936e-08,1.2649099589978618e-08,8.227036119023978e-08,6.780321371024911e-08,0.0003044648101667692,5.5818497960348926e-05
first_order_abs,18,69,5.55925818781157e-08,4.126403798840492e-08,1.4328543889710774e-08,6.206722658053109e-09,7.323551998172916e-09,5.5604544968446135e-08,4.126890118527626e-08,0.00021519220597931667,0.00011785557372515352
first_order_signed,18,69,5.55925818781157e-08,4.126403798840492e-08,1.4328543889710774e-08,6.206722658053109e-09,7.323551998172916e-09,5.5604544968446135e-08,4.126890118527626e-08,0.00021519220597931667,0.00011785557372515352
first_order_abs,86,77,6.134473596044345e-08,4.702571686254087e-08,1.4319019097902576e-08,7.929969769726597e-09,8.094830517002548e-09,6.133922170192818e-08,4.7028592575770745e-08,8.988967723037618e-05,6.115192753527157e-05
first_order_signed,86,77,6.134473596044345e-08,4.702571686254087e-08,1.4319019097902576e-08,7.929969769726597e-09,8.094830517002548e-09,6.133922170192818e-08,4.7028592575770745e-08,8.988967723037618e-05,6.115192753527157e-05
first_order_abs,85,50,8.524151710702273e-08,7.102180668059992e-08,1.4219710426422814e-08,9.493916364178289e-09,1.5356485061346346e-08,8.523826977580029e-08,7.090638831641627e-08,3.809565259570081e-05,0.0016251116323006036
first_order_signed,85,50,8.524151710702273e-08,7.102180668059992e-08,1.4219710426422814e-08,9.493916364178289e-09,1.5356485061346346e-08,8.523826977580029e-08,7.090638831641627e-08,3.809565259570081e-05,0.0016251116323006036
first_order_abs,18,96,5.55925818781157e-08,4.138486400791027e-08,1.4207717870205429e-08,6.206722658053109e-09,6.279506636897025e-09,5.5604544968446135e-08,4.1399985661882965e-08,0.00021519220597931667,0.0003653909306022377
first_order_signed,18,96,5.55925818781157e-08,4.138486400791027e-08,1.4207717870205429e-08,6.206722658053109e-09,6.279506636897025e-09,5.5604544968446135e-08,4.1399985661882965e-08,0.00021519220597931667,0.0003653909306022377
first_order_abs,68,28,1.168976121516777e-07,1.0282117197151253e-07,1.4076440180165173e-08,1.6112810086177376e-08,1.8532727930065106e-08,1.1685467171673736e-07,1.0281124929178986e-07,0.0003673337217926029,9.650424647380948e-05
first_order_signed,68,28,1.168976121516777e-07,1.0282117197151253e-07,1.4076440180165173e-08,1.6112810086177376e-08,1.8532727930065106e-08,1.1685467171673736e-07,1.0281124929178986e-07,0.0003673337217926029,9.650424647380948e-05
first_order_abs,42,32,5.275661659685142e-08,3.889107321269704e-08,1.386554338415438e-08,6.42900529479462e-09,6.693580612004979e-09,5.2756888635485666e-08,3.889088873165747e-08,5.156483713204325e-06,4.7435317241855306e-06
first_order_signed,42,32,5.275661659685142e-08,3.889107321269704e-08,1.386554338415438e-08,6.42900529479462e-09,6.693580612004979e-09,5.2756888635485666e-08,3.889088873165747e-08,5.156483713204325e-06,4.7435317241855306e-06
first_order_abs,89,127,7.762380133093168e-08,6.388480561595673e-08,1.3738995714974949e-08,7.940589452637424e-09,9.048648652587587e-09,7.762312037584707e-08,6.38730170976487e-08,8.772503703012861e-06,0.00018452773228899269
first_order_signed,89,127,7.762380133093168e-08,6.388480561595673e-08,1.3738995714974949e-08,7.940589452637424e-09,9.048648652587587e-09,7.762312037584707e-08,6.38730170976487e-08,8.772503703012861e-06,0.00018452773228899269
first_order_abs,113,43,2.6938039710700217e-08,1.3308153352114076e-08,1.3629886358586141e-08,2.9982507476766783e-09,3.1135301226115074e-09,2.6941652464529398e-08,1.3306790336287122e-08,0.0001341134643789807,0.00010241960630378627
first_order_signed,113,43,2.6938039710700217e-08,1.3308153352114076e-08,1.3629886358586141e-08,2.9982507476766783e-09,3.1135301226115074e-09,2.6941652464529398e-08,1.3306790336287122e-08,0.0001341134643789807,0.00010241960630378627
first_order_abs,0,41,3.946906734021471e-08,2.5885927878612967e-08,1.3583139461601746e-08,4.329394376334505e-09,4.976692991043308e-09,3.946882998207002e-08,2.5885404042469418e-08,6.013776374488217e-06,2.0236328634061015e-05
first_order_signed,0,41,3.946906734021471e-08,2.5885927878612967e-08,1.3583139461601746e-08,4.329394376334505e-09,4.976692991043308e-09,3.946882998207002e-08,2.5885404042469418e-08,6.013776374488217e-06,2.0236328634061015e-05
first_order_abs,66,41,3.9427801162292135e-08,2.5885927878612967e-08,1.3541873283679168e-08,4.5747444055166396e-09,4.976692991043308e-09,3.9427376918865775e-08,2.5885404042469418e-08,1.076000725004724e-05,2.0236328634061015e-05
first_order_signed,66,41,3.9427801162292135e-08,2.5885927878612967e-08,1.3541873283679168e-08,4.5747444055166396e-09,4.976692991043308e-09,3.9427376918865775e-08,2.5885404042469418e-08,1.076000725004724e-05,2.0236328634061015e-05
first_order_abs,109,58,4.9944298504261063e-08,3.640890247775986e-08,1.3535396026501201e-08,5.029720950844307e-09,5.138042391550357e-09,4.994455338191983e-08,3.6410312986845383e-08,5.103238335535275e-06,3.874077463288361e-05
first_order_signed,109,58,4.9944298504261063e-08,3.640890247775986e-08,1.3535396026501201e-08,5.029720950844307e-09,5.138042391550357e-09,4.994455338191983e-08,3.6410312986845383e-08,5.103238335535275e-06,3.874077463288361e-05
first_order_abs,112,17,9.327017850629176e-08,7.989469686865492e-08,1.3375481637636844e-08,1.151465867099688e-08,1.3927396036450544e-08,9.327463601493946e-08,7.987748062987521e-08,4.779135967236615e-05,0.00021548662745427764
first_order_signed,112,17,9.327017850629176e-08,7.989469686865492e-08,1.3375481637636844e-08,1.151465867099688e-08,1.3927396036450544e-08,9.327463601493946e-08,7.987748062987521e-08,4.779135967236615e-05,0.00021548662745427764
first_order_abs,60,64,1.9184503835917952e-07,1.784940156586585e-07,1.3351022700521022e-08,2.8180709854552786e-08,3.005048618831552e-08,1.9184838606634003e-07,1.7838425492300303e-07,1.7450058594902043e-05,0.0006149266979648695
first_order_signed,60,64,1.9184503835917952e-07,1.784940156586585e-07,1.3351022700521022e-08,2.8180709854552786e-08,3.005048618831552e-08,1.9184838606634003e-07,1.7838425492300303e-07,1.7450058594902043e-05,0.0006149266979648695
first_order_abs,117,71,3.619141416768773e-08,2.350901276742256e-08,1.268240140026517e-08,4.061369518471025e-09,4.066717013140319e-09,3.6191455166090236e-08,2.3504512114413956e-08,1.1328212353256537e-06,0.00019144372641802495
first_order_signed,117,71,3.619141416768773e-08,2.350901276742256e-08,1.268240140026517e-08,4.061369518471025e-09,4.066717013140319e-09,3.6191455166090236e-08,2.3504512114413956e-08,1.1328212353256537e-06,0.00019144372641802495
first_order_abs,108,83,8.226436222415004e-08,6.973023412726003e-08,1.2534128096890007e-08,9.022701896732599e-09,1.1616830297711543e-08,8.233610060415231e-08,6.966891419324384e-08,0.0008720468750100524,0.0008793880414095233
first_order_signed,108,83,8.226436222415004e-08,6.973023412726003e-08,1.2534128096890007e-08,9.022701896732599e-09,1.1616830297711543e-08,8.233610060415231e-08,6.966891419324384e-08,0.0008720468750100524,0.0008793880414095233
first_order_abs,30,27,6.839451191867113e-08,5.586618760855002e-08,1.2528324310121105e-08,8.452934729952232e-09,9.388301736024117e-09,6.839911748102168e-08,5.584386641999117e-08,6.733818578931836e-05,0.00039954737407987216
first_order_signed,30,27,6.839451191867113e-08,5.586618760855002e-08,1.2528324310121105e-08,8.452934729952232e-09,9.388301736024117e-09,6.839911748102168e-08,5.584386641999117e-08,6.733818578931836e-05,0.00039954737407987216
first_order_abs,70,32,5.140813809835442e-08,3.889107321269704e-08,1.2517064885657378e-08,5.444629203044115e-09,6.693580612004979e-09,5.140811509818377e-08,3.889088873165747e-08,4.4740330031152993e-07,4.7435317241855306e-06
first_order_signed,70,32,5.140813809835442e-08,3.889107321269704e-08,1.2517064885657378e-08,5.444629203044115e-09,6.693580612004979e-09,5.140811509818377e-08,3.889088873165747e-08,4.4740330031152993e-07,4.7435317241855306e-06
first_order_abs,40,83,8.224532038438185e-08,6.973023412726003e-08,1.2515086257121812e-08,1.0020814977806936e-08,1.1616830297711543e-08,8.227036119023978e-08,6.966891419324384e-08,0.0003044648101667692,0.0008793880414095233
first_order_signed,40,83,8.224532038438185e-08,6.973023412726003e-08,1.2515086257121812e-08,1.0020814977806936e-08,1.1616830297711543e-08,8.227036119023978e-08,6.966891419324384e-08,0.0003044648101667692,0.0008793880414095233
first_order_abs,51,49,5.7434612864860814e-08,4.501271243377797e-08,1.2421900431082845e-08,6.2621806740104085e-09,7.0122936568495215e-09,5.743674336144977e-08,4.5020705385923065e-08,3.709429702208857e-05,0.00017757099523509488
first_order_signed,51,49,5.7434612864860814e-08,4.501271243377797e-08,1.2421900431082845e-08,6.2621806740104085e-09,7.0122936568495215e-09,5.743674336144977e-08,4.5020705385923065e-08,3.709429702208857e-05,0.00017757099523509488
first_order_abs,51,59,5.7434612864860814e-08,4.5095536694725035e-08,1.2339076170135779e-08,6.2621806740104085e-09,7.014085823264792e-09,5.743674336144977e-08,4.509104201133596e-08,3.709429702208857e-05,9.967024939748893e-05
first_order_signed,51,59,5.7434612864860814e-08,4.5095536694725035e-08,1.2339076170135779e-08,6.2621806740104085e-09,7.014085823264792e-09,5.743674336144977e-08,4.509104201133596e-08,3.709429702208857e-05,9.967024939748893e-05
first_order_abs,51,53,5.7434612864860814e-08,4.529262818169316e-08,1.2141984683167653e-08,6.2621806740104085e-09,9.662174127456068e-09,5.743674336144977e-08,4.528903829736919e-08,3.709429702208857e-05,7.92597927762417e-05
first_order_signed,51,53,5.7434612864860814e-08,4.529262818169316e-08,1.2141984683167653e-08,6.2621806740104085e-09,9.662174127456068e-09,5.743674336144977e-08,4.528903829736919e-08,3.709429702208857e-05,7.92597927762417e-05
first_order_abs,51,44,5.7434612864860814e-08,4.539078312846886e-08,1.2043829736391955e-08,6.2621806740104085e-09,6.845407862776653e-09,5.743674336144977e-08,4.539142040016486e-08,3.709429702208857e-05,1.4039671758904097e-05
first_order_signed,51,44,5.7434612864860814e-08,4.539078312846886e-08,1.2043829736391955e-08,6.2621806740104085e-09,6.845407862776653e-09,5.743674336144977e-08,4.539142040016486e-08,3.709429702208857e-05,1.4039671758904097e-05
first_order_abs,14,50,8.302144346340842e-08,7.102180668059992e-08,1.1999636782808505e-08,1.3122160646972247e-08,1.5356485061346346e-08,8.30201329904412e-08,7.090638831641627e-08,1.5784752860886056e-05,0.0016251116323006036
first_order_signed,14,50,8.302144346340842e-08,7.102180668059992e-08,1.1999636782808505e-08,1.3122160646972247e-08,1.5356485061346346e-08,8.30201329904412e-08,7.090638831641627e-08,1.5784752860886056e-05,0.0016251116323006036
first_order_abs,68,57,1.168976121516777e-07,1.0492276568045554e-07,1.197484647122216e-08,1.6112810086177376e-08,2.2827513834755563e-08,1.1685467171673736e-07,1.0467472577602166e-07,0.0003673337217926029,0.0023640236971001296
first_order_signed,68,57,1.168976121516777e-07,1.0492276568045554e-07,1.197484647122216e-08,1.6112810086177376e-08,2.2827513834755563e-08,1.1685467171673736e-07,1.0467472577602166e-07,0.0003673337217926029,0.0023640236971001296
first_order_abs,99,53,5.722321193806525e-08,4.529262818169316e-08,1.1930583756372091e-08,8.1265473905745e-09,9.662174127456068e-09,5.722526807971917e-08,4.528903829736919e-08,3.5931951113555046e-05,7.92597927762417e-05
first_order_signed,99,53,5.722321193806525e-08,4.529262818169316e-08,1.1930583756372091e-08,8.1265473905745e-09,9.662174127456068e-09,5.722526807971917e-08,4.528903829736919e-08,3.5931951113555046e-05,7.92597927762417e-05
first_order_abs,31,50,8.285786975798525e-08,7.102180668059992e-08,1.1836063077385332e-08,1.291547171433649e-08,1.5356485061346346e-08,8.281495667006311e-08,7.090638831641627e-08,0.0005179120347587894,0.0016251116323006036
first_order_signed,31,50,8.285786975798525e-08,7.102180668059992e-08,1.1836063077385332e-08,1.291547171433649e-08,1.5356485061346346e-08,8.281495667006311e-08,7.090638831641627e-08,0.0005179120347587894,0.0016251116323006036
first_order_abs,119,69,5.29832233549539e-08,4.126403798840492e-08,1.1719185366548978e-08,6.99365774181615e-09,7.323551998172916e-09,5.2978631259748e-08,4.126890118527626e-08,8.667074056892138e-05,0.00011785557372515352
first_order_signed,119,69,5.29832233549539e-08,4.126403798840492e-08,1.1719185366548978e-08,6.99365774181615e-09,7.323551998172916e-09,5.2978631259748e-08,4.126890118527626e-08,8.667074056892138e-05,0.00011785557372515352
first_order_abs,51,26,5.7434612864860814e-08,4.581858096179697e-08,1.1616031903063842e-08,6.2621806740104085e-09,8.090811853822544e-09,5.743674336144977e-08,4.5822922345450934e-08,3.709429702208857e-05,9.475159559354661e-05
first_order_signed,51,26,5.7434612864860814e-08,4.581858096179697e-08,1.1616031903063842e-08,6.2621806740104085e-09,8.090811853822544e-09,5.743674336144977e-08,4.5822922345450934e-08,3.709429702208857e-05,9.475159559354661e-05
first_order_abs,92,103,4.2152293846120464e-08,3.054582773673119e-08,1.1606466109389277e-08,4.440829748375563e-09,5.6440286000380974e-09,4.215273108343354e-08,3.0536554618265654e-08,1.0372799987313574e-05,0.0003035805264619527
first_order_signed,92,103,4.2152293846120464e-08,3.054582773673119e-08,1.1606466109389277e-08,4.440829748375563e-09,5.6440286000380974e-09,4.215273108343354e-08,3.0536554618265654e-08,1.0372799987313574e-05,0.0003035805264619527
first_order_abs,89,56,7.762380133093168e-08,6.610402179973573e-08,1.1519779531195953e-08,7.940589452637424e-09,8.800131112707276e-09,7.762312037584707e-08,6.611438152503979e-08,8.772503703012861e-06,0.0001567185327307947
first_order_signed,89,56,7.762380133093168e-08,6.610402179973573e-08,1.1519779531195953e-08,7.940589452637424e-09,8.800131112707276e-09,7.762312037584707e-08,6.611438152503979e-08,8.772503703012861e-06,0.0001567185327307947
first_order_abs,42,69,5.275661659685142e-08,4.126403798840492e-08,1.1492578608446497e-08,6.42900529479462e-09,7.323551998172916e-09,5.2756888635485666e-08,4.126890118527626e-08,5.156483713204325e-06,0.00011785557372515352
first_order_signed,42,69,5.275661659685142e-08,4.126403798840492e-08,1.1492578608446497e-08,6.42900529479462e-09,7.323551998172916e-09,5.2756888635485666e-08,4.126890118527626e-08,5.156483713204325e-06,0.00011785557372515352
first_order_abs,29,103,4.203100165945442e-08,3.054582773673119e-08,1.1485173922723235e-08,5.257889723608855e-09,5.6440286000380974e-09,4.20315906524138e-08,3.0536554618265654e-08,1.401329818754836e-05,0.0003035805264619527
first_order_signed,29,103,4.203100165945442e-08,3.054582773673119e-08,1.1485173922723235e-08,5.257889723608855e-09,5.6440286000380974e-09,4.20315906524138e-08,3.0536554618265654e-08,1.401329818754836e-05,0.0003035805264619527
first_order_abs,93,50,8.236008620938032e-08,7.102180668059992e-08,1.1338279528780406e-08,1.2308405716865422e-08,1.5356485061346346e-08,8.235043935655995e-08,7.090638831641627e-08,0.00011713019332996172,0.0016251116323006036
first_order_signed,93,50,8.236008620938032e-08,7.102180668059992e-08,1.1338279528780406e-08,1.2308405716865422e-08,1.5356485061346346e-08,8.235043935655995e-08,7.090638831641627e-08,0.00011713019332996172,0.0016251116323006036
first_order_abs,8,100,7.907671690233087e-08,6.780699859506189e-08,1.1269718307268987e-08,1.0133829464464839e-08,1.2649099589978618e-08,7.908275279078225e-08,6.780321371024911e-08,7.63295276766804e-05,5.5818497960348926e-05
first_order_signed,8,100,7.907671690233087e-08,6.780699859506189e-08,1.1269718307268987e-08,1.0133829464464839e-08,1.2649099589978618e-08,7.908275279078225e-08,6.780321371024911e-08,7.63295276766804e-05,5.5818497960348926e-05
first_order_abs,108,50,8.226436222415004e-08,7.102180668059992e-08,1.1242555543550125e-08,9.022701896732599e-09,1.5356485061346346e-08,8.233610060415231e-08,7.090638831641627e-08,0.0008720468750100524,0.0016251116323006036
first_order_signed,108,50,8.226436222415004e-08,7.102180668059992e-08,1.1242555543550125e-08,9.022701896732599e-09,1.5356485061346346e-08,8.233610060415231e-08,7.090638831641627e-08,0.0008720468750100524,0.0016251116323006036
first_order_abs,40,50,8.224532038438185e-08,7.102180668059992e-08,1.122351370378193e-08,1.0020814977806936e-08,1.5356485061346346e-08,8.227036119023978e-08,7.090638831641627e-08,0.0003044648101667692,0.0016251116323006036
first_order_signed,40,50,8.224532038438185e-08,7.102180668059992e-08,1.122351370378193e-08,1.0020814977806936e-08,1.5356485061346346e-08,8.227036119023978e-08,7.090638831641627e-08,0.0003044648101667692,0.0016251116323006036
first_order_abs,94,71,3.4651668890982216e-08,2.350901276742256e-08,1.1142656123559656e-08,3.894594258202488e-09,4.066717013140319e-09,3.465107667466327e-08,2.3504512114413956e-08,1.709055690237411e-05,0.00019144372641802495
first_order_signed,94,71,3.4651668890982216e-08,2.350901276742256e-08,1.1142656123559656e-08,3.894594258202488e-09,4.066717013140319e-09,3.465107667466327e-08,2.3504512114413956e-08,1.709055690237411e-05,0.00019144372641802495
first_order_abs,123,43,2.4399631714054834e-08,1.3308153352114076e-08,1.1091478361940758e-08,2.812325611278865e-09,3.1135301226115074e-09,2.4399206211001e-08,1.3306790336287122e-08,1.7438912964749398e-05,0.00010241960630378627
first_order_signed,123,43,2.4399631714054834e-08,1.3308153352114076e-08,1.1091478361940758e-08,2.812325611278865e-09,3.1135301226115074e-09,2.4399206211001e-08,1.3306790336287122e-08,1.7438912964749398e-05,0.00010241960630378627
first_order_abs,116,61,7.10998220131772e-08,6.004634727754968e-08,1.105347473562752e-08,8.909839710469213e-09,1.2295768159198417e-08,7.109583322062463e-08,6.004147223848122e-08,5.610130151704737e-05,8.11879371433461e-05
first_order_signed,116,61,7.10998220131772e-08,6.004634727754968e-08,1.105347473562752e-08,8.909839710469213e-09,1.2295768159198417e-08,7.109583322062463e-08,6.004147223848122e-08,5.610130151704737e-05,8.11879371433461e-05
first_order_abs,109,32,4.9944298504261063e-08,3.889107321269704e-08,1.1053225291564022e-08,5.029720950844307e-09,6.693580612004979e-09,4.994455338191983e-08,3.889088873165747e-08,5.103238335535275e-06,4.7435317241855306e-06
first_order_signed,109,32,4.9944298504261063e-08,3.889107321269704e-08,1.1053225291564022e-08,5.029720950844307e-09,6.693580612004979e-09,4.994455338191983e-08,3.889088873165747e-08,5.103238335535275e-06,4.7435317241855306e-06
first_order_abs,112,93,9.327017850629176e-08,8.236008620938032e-08,1.0910092296911438e-08,1.151465867099688e-08,1.2308405716865422e-08,9.327463601493946e-08,8.235043935655995e-08,4.779135967236615e-05,0.00011713019332996172
first_order_signed,112,93,9.327017850629176e-08,8.236008620938032e-08,1.0910092296911438e-08,1.151465867099688e-08,1.2308405716865422e-08,9.327463601493946e-08,8.235043935655995e-08,4.779135967236615e-05,0.00011713019332996172
first_order_abs,10,103,4.1312248773767634e-08,3.054582773673119e-08,1.0766421037036447e-08,5.157119387089182e-09,5.6440286000380974e-09,4.1309206721962255e-08,3.0536554618265654e-08,7.363558982319695e-05,0.0003035805264619527
first_order_signed,10,103,4.1312248773767634e-08,3.054582773673119e-08,1.0766421037036447e-08,5.157119387089182e-09,5.6440286000380974e-09,4.1309206721962255e-08,3.0536554618265654e-08,7.363558982319695e-05,0.0003035805264619527
first_order_abs,18,49,5.55925818781157e-08,4.501271243377797e-08,1.0579869444337729e-08,6.206722658053109e-09,7.0122936568495215e-09,5.5604544968446135e-08,4.5020705385923065e-08,0.00021519220597931667,0.00017757099523509488
first_order_signed,18,49,5.55925818781157e-08,4.501271243377797e-08,1.0579869444337729e-08,6.206722658053109e-09,7.0122936568495215e-09,5.5604544968446135e-08,4.5020705385923065e-08,0.00021519220597931667,0.00017757099523509488
first_order_abs,27,53,5.586618760855002e-08,4.529262818169316e-08,1.0573559426856862e-08,9.388301736024117e-09,9.662174127456068e-09,5.584386641999117e-08,4.528903829736919e-08,0.00039954737407987216,7.92597927762417e-05
first_order_signed,27,53,5.586618760855002e-08,4.529262818169316e-08,1.0573559426856862e-08,9.388301736024117e-09,9.662174127456068e-09,5.584386641999117e-08,4.528903829736919e-08,0.00039954737407987216,7.92597927762417e-05
first_order_abs,51,78,5.7434612864860814e-08,4.686430950857032e-08,1.0570303356290495e-08,6.2621806740104085e-09,7.21137685122386e-09,5.743674336144977e-08,4.686585342028593e-08,3.709429702208857e-05,3.294429666842613e-05
first_order_signed,51,78,5.7434612864860814e-08,4.686430950857032e-08,1.0570303356290495e-08,6.2621806740104085e-09,7.21137685122386e-09,5.743674336144977e-08,4.686585342028593e-08,3.709429702208857e-05,3.294429666842613e-05
first_order_abs,18,59,5.55925818781157e-08,4.5095536694725035e-08,1.0497045183390662e-08,6.206722658053109e-09,7.014085823264792e-09,5.5604544968446135e-08,4.509104201133596e-08,0.00021519220597931667,9.967024939748893e-05
first_order_signed,18,59,5.55925818781157e-08,4.5095536694725035e-08,1.0497045183390662e-08,6.206722658053109e-09,7.014085823264792e-09,5.5604544968446135e-08,4.509104201133596e-08,0.00021519220597931667,9.967024939748893e-05
first_order_abs,112,31,9.327017850629176e-08,8.285786975798525e-08,1.0412308748306512e-08,1.151465867099688e-08,1.291547171433649e-08,9.327463601493946e-08,8.281495667006311e-08,4.779135967236615e-05,0.0005179120347587894
first_order_signed,112,31,9.327017850629176e-08,8.285786975798525e-08,1.0412308748306512e-08,1.151465867099688e-08,1.291547171433649e-08,9.327463601493946e-08,8.281495667006311e-08,4.779135967236615e-05,0.0005179120347587894
first_order_abs,51,77,5.7434612864860814e-08,4.702571686254087e-08,1.0408896002319941e-08,6.2621806740104085e-09,8.094830517002548e-09,5.743674336144977e-08,4.7028592575770745e-08,3.709429702208857e-05,6.115192753527157e-05
first_order_signed,51,77,5.7434612864860814e-08,4.702571686254087e-08,1.0408896002319941e-08,6.2621806740104085e-09,8.094830517002548e-09,5.743674336144977e-08,4.7028592575770745e-08,3.709429702208857e-05,6.115192753527157e-05
first_order_abs,117,41,3.619141416768773e-08,2.5885927878612967e-08,1.0305486289074764e-08,4.061369518471025e-09,4.976692991043308e-09,3.6191455166090236e-08,2.5885404042469418e-08,1.1328212353256537e-06,2.0236328634061015e-05
first_order_signed,117,41,3.619141416768773e-08,2.5885927878612967e-08,1.0305486289074764e-08,4.061369518471025e-09,4.976692991043308e-09,3.6191455166090236e-08,2.5885404042469418e-08,1.1328212353256537e-06,2.0236328634061015e-05
first_order_abs,18,53,5.55925818781157e-08,4.529262818169316e-08,1.0299953696422536e-08,6.206722658053109e-09,9.662174127456068e-09,5.5604544968446135e-08,4.528903829736919e-08,0.00021519220597931667,7.92597927762417e-05
first_order_signed,18,53,5.55925818781157e-08,4.529262818169316e-08,1.0299953696422536e-08,6.206722658053109e-09,9.662174127456068e-09,5.5604544968446135e-08,4.528903829736919e-08,0.00021519220597931667,7.92597927762417e-05
first_order_abs,65,81,1.3287731754290939e-07,1.2259017961143253e-07,1.028713793147685e-08,1.974236938373508e-08,2.0547738088794175e-08,1.3265648135529773e-07,1.2256998616066994e-07,0.0016619554916913726,0.00016472323335033512
first_order_signed,65,81,1.3287731754290939e-07,1.2259017961143253e-07,1.028713793147685e-08,1.974236938373508e-08,2.0547738088794175e-08,1.3265648135529773e-07,1.2256998616066994e-07,0.0016619554916913726,0.00016472323335033512
first_order_abs,74,32,4.9159058114979576e-08,3.889107321269704e-08,1.0267984902282535e-08,5.260755375768866e-09,6.693580612004979e-09,4.9158860093712065e-08,3.889088873165747e-08,4.0281745644674956e-06,4.7435317241855306e-06
first_order_signed,74,32,4.9159058114979576e-08,3.889107321269704e-08,1.0267984902282535e-08,5.260755375768866e-09,6.693580612004979e-09,4.9158860093712065e-08,3.889088873165747e-08,4.0281745644674956e-06,4.7435317241855306e-06
first_order_abs,112,14,9.327017850629176e-08,8.302144346340842e-08,1.0248735042883339e-08,1.151465867099688e-08,1.3122160646972247e-08,9.327463601493946e-08,8.30201329904412e-08,4.779135967236615e-05,1.5784752860886056e-05
first_order_signed,112,14,9.327017850629176e-08,8.302144346340842e-08,1.0248735042883339e-08,1.151465867099688e-08,1.3122160646972247e-08,9.327463601493946e-08,8.30201329904412e-08,4.779135967236615e-05,1.5784752860886056e-05
first_order_abs,56,27,6.610402179973573e-08,5.586618760855002e-08,1.0237834191185708e-08,8.800131112707276e-09,9.388301736024117e-09,6.611438152503979e-08,5.584386641999117e-08,0.0001567185327307947,0.00039954737407987216
first_order_signed,56,27,6.610402179973573e-08,5.586618760855002e-08,1.0237834191185708e-08,8.800131112707276e-09,9.388301736024117e-09,6.611438152503979e-08,5.584386641999117e-08,0.0001567185327307947,0.00039954737407987216
first_order_abs,18,44,5.55925818781157e-08,4.539078312846886e-08,1.0201798749646839e-08,6.206722658053109e-09,6.845407862776653e-09,5.5604544968446135e-08,4.539142040016486e-08,0.00021519220597931667,1.4039671758904097e-05
first_order_signed,18,44,5.55925818781157e-08,4.539078312846886e-08,1.0201798749646839e-08,6.206722658053109e-09,6.845407862776653e-09,5.5604544968446135e-08,4.539142040016486e-08,0.00021519220597931667,1.4039671758904097e-05
