timestamp,index,memory_used_mib,memory_total_mib,utilization_gpu_percent,power_watts
2026/09/26 00:59:12.781, 0, 0, 97871, 0, 97.28
2026/09/26 00:59:12.785, 1, 0, 97871, 0, 78.01
2026/09/26 00:59:12.788, 2, 0, 97871, 0, 76.78
2026/09/26 00:59:12.791, 3, 0, 97871, 0, 80.01
2026/09/26 00:59:12.995, 0, 0, 97871, 0, 87.69
2026/09/26 00:59:12.995, 1, 0, 97871, 0, 77.81
2026/09/26 00:59:12.995, 2, 0, 97871, 0, 76.55
2026/09/26 00:59:12.995, 3, 0, 97871, 0, 79.56
2026/09/26 00:59:13.195, 0, 0, 97871, 0, 78.51
2026/09/26 00:59:13.195, 1, 0, 97871, 0, 77.57
2026/09/26 00:59:13.195, 2, 0, 97871, 0, 76.34
2026/09/26 00:59:13.195, 3, 0, 97871, 0, 79.11
2026/09/26 00:59:13.395, 0, 0, 97871, 0, 75.86
2026/09/26 00:59:13.395, 1, 0, 97871, 0, 77.41
2026/09/26 00:59:13.395, 2, 0, 97871, 0, 76.08
2026/09/26 00:59:13.395, 3, 0, 97871, 0, 78.81
2026/09/26 00:59:13.595, 0, 0, 97871, 0, 75.46
2026/09/26 00:59:13.595, 1, 0, 97871, 0, 77.24
2026/09/26 00:59:13.595, 2, 0, 97871, 0, 75.90
2026/09/26 00:59:13.595, 3, 0, 97871, 0, 78.50
2026/09/26 00:59:13.796, 0, 0, 97871, 0, 75.13
2026/09/26 00:59:13.796, 1, 0, 97871, 0, 77.12
2026/09/26 00:59:13.796, 2, 0, 97871, 0, 75.76
2026/09/26 00:59:13.796, 3, 0, 97871, 0, 78.25
2026/09/26 00:59:13.996, 0, 0, 97871, 0, 74.86
2026/09/26 00:59:13.996, 1, 0, 97871, 0, 77.03
2026/09/26 00:59:13.996, 2, 0, 97871, 0, 75.64
2026/09/26 00:59:13.996, 3, 0, 97871, 0, 77.96
2026/09/26 00:59:14.196, 0, 0, 97871, 0, 74.62
2026/09/26 00:59:14.196, 1, 0, 97871, 0, 76.98
2026/09/26 00:59:14.196, 2, 0, 97871, 0, 75.52
2026/09/26 00:59:14.196, 3, 0, 97871, 0, 77.74
2026/09/26 00:59:14.396, 0, 0, 97871, 0, 74.38
2026/09/26 00:59:14.396, 1, 0, 97871, 0, 76.97
2026/09/26 00:59:14.396, 2, 0, 97871, 0, 75.52
2026/09/26 00:59:14.396, 3, 0, 97871, 0, 77.53
2026/09/26 00:59:14.596, 0, 0, 97871, 0, 74.16
2026/09/26 00:59:14.596, 1, 0, 97871, 0, 76.96
2026/09/26 00:59:14.596, 2, 0, 97871, 0, 75.52
2026/09/26 00:59:14.596, 3, 0, 97871, 0, 77.40
2026/09/26 00:59:14.797, 0, 0, 97871, 0, 74.02
2026/09/26 00:59:14.797, 1, 0, 97871, 0, 76.94
2026/09/26 00:59:14.797, 2, 0, 97871, 0, 75.47
2026/09/26 00:59:14.797, 3, 0, 97871, 0, 77.32
2026/09/26 00:59:14.997, 0, 0, 97871, 0, 73.91
2026/09/26 00:59:14.997, 1, 0, 97871, 0, 76.91
2026/09/26 00:59:14.997, 2, 0, 97871, 0, 75.46
2026/09/26 00:59:14.997, 3, 0, 97871, 0, 77.27
2026/09/26 00:59:15.197, 0, 0, 97871, 0, 73.83
2026/09/26 00:59:15.197, 1, 0, 97871, 0, 76.90
2026/09/26 00:59:15.197, 2, 0, 97871, 0, 75.47
2026/09/26 00:59:15.197, 3, 0, 97871, 0, 77.26
2026/09/26 00:59:15.397, 0, 0, 97871, 0, 73.80
2026/09/26 00:59:15.397, 1, 0, 97871, 0, 76.86
2026/09/26 00:59:15.397, 2, 0, 97871, 0, 75.46
2026/09/26 00:59:15.397, 3, 0, 97871, 0, 77.26
2026/09/26 00:59:15.597, 0, 0, 97871, 0, 73.77
2026/09/26 00:59:15.597, 1, 0, 97871, 0, 76.85
2026/09/26 00:59:15.597, 2, 0, 97871, 0, 75.41
2026/09/26 00:59:15.597, 3, 0, 97871, 0, 77.30
2026/09/26 00:59:15.798, 0, 0, 97871, 0, 73.76
2026/09/26 00:59:15.798, 1, 0, 97871, 0, 76.85
2026/09/26 00:59:15.798, 2, 0, 97871, 0, 75.44
2026/09/26 00:59:15.798, 3, 0, 97871, 0, 77.32
2026/09/26 00:59:15.998, 0, 0, 97871, 0, 73.76
2026/09/26 00:59:15.998, 1, 0, 97871, 0, 76.83
