timestamp,index,memory_used_mib,memory_total_mib,utilization_gpu_percent,power_watts
2026/09/26 00:56:29.957, 0, 0, 97871, 0, 89.62
2026/09/26 00:56:29.960, 1, 0, 97871, 0, 89.83
2026/09/26 00:56:29.964, 2, 0, 97871, 0, 77.24
2026/09/26 00:56:29.967, 3, 0, 97871, 0, 100.64
2026/09/26 00:56:30.171, 0, 0, 97871, 0, 81.20
2026/09/26 00:56:30.171, 1, 0, 97871, 0, 79.40
2026/09/26 00:56:30.171, 2, 0, 97871, 0, 76.93
2026/09/26 00:56:30.171, 3, 0, 97871, 0, 90.99
2026/09/26 00:56:30.371, 0, 0, 97871, 0, 76.02
2026/09/26 00:56:30.371, 1, 0, 97871, 0, 78.46
2026/09/26 00:56:30.371, 2, 0, 97871, 0, 76.69
2026/09/26 00:56:30.371, 3, 0, 97871, 0, 81.26
2026/09/26 00:56:30.571, 0, 0, 97871, 0, 75.71
2026/09/26 00:56:30.571, 1, 0, 97871, 0, 78.14
2026/09/26 00:56:30.571, 2, 0, 97871, 0, 76.46
2026/09/26 00:56:30.571, 3, 0, 97871, 0, 79.54
2026/09/26 00:56:30.771, 0, 0, 97871, 0, 75.39
2026/09/26 00:56:30.771, 1, 0, 97871, 0, 77.87
2026/09/26 00:56:30.771, 2, 0, 97871, 0, 76.20
2026/09/26 00:56:30.771, 3, 0, 97871, 0, 79.14
2026/09/26 00:56:30.971, 0, 0, 97871, 0, 75.12
2026/09/26 00:56:30.971, 1, 0, 97871, 0, 77.61
2026/09/26 00:56:30.971, 2, 0, 97871, 0, 76.05
2026/09/26 00:56:30.971, 3, 0, 97871, 0, 78.80
2026/09/26 00:56:31.172, 0, 0, 97871, 0, 74.86
2026/09/26 00:56:31.172, 1, 0, 97871, 0, 77.40
2026/09/26 00:56:31.172, 2, 0, 97871, 0, 75.94
2026/09/26 00:56:31.172, 3, 0, 97871, 0, 78.52
2026/09/26 00:56:31.372, 0, 0, 97871, 0, 74.62
2026/09/26 00:56:31.372, 1, 0, 97871, 0, 77.18
2026/09/26 00:56:31.372, 2, 0, 97871, 0, 75.84
2026/09/26 00:56:31.372, 3, 0, 97871, 0, 78.24
2026/09/26 00:56:31.572, 0, 0, 97871, 0, 74.46
2026/09/26 00:56:31.572, 1, 0, 97871, 0, 76.99
