baseline,expert_high,expert_low,truth_high,truth_low,truth_gap,first_high,first_low,hessian_high,hessian_low,hessian_relative_error_high,hessian_relative_error_low
first_order_abs,34,98,3.5146302239652117e-07,2.478818965778365e-07,1.0358112581868464e-07,6.560464118621211e-08,7.257282046424507e-08,3.5146302934663254e-07,2.4788189989521925e-07,1.977480113155354e-08,1.338291651234561e-08
first_order_signed,34,98,3.5146302239652117e-07,2.478818965778365e-07,1.0358112581868464e-07,6.560464118621211e-08,7.257282046424507e-08,3.5146302934663254e-07,2.4788189989521925e-07,1.977480113155354e-08,1.338291651234561e-08
first_order_abs,115,114,8.955742022851618e-07,7.978613724987586e-07,9.771282978640316e-08,1.5263319745884017e-07,1.609809061164924e-07,8.955742032412672e-07,7.978613894010778e-07,1.0675893558699444e-09,2.1184531230611923e-08
first_order_signed,115,114,8.955742022851618e-07,7.978613724987586e-07,9.771282978640316e-08,1.5263319745884017e-07,1.609809061164924e-07,8.955742032412672e-07,7.978613894010778e-07,1.0675893558699444e-09,2.1184531230611923e-08
first_order_abs,63,98,3.4258157009361574e-07,2.478818965778365e-07,9.469967351577922e-08,7.150470953121157e-08,7.257282046424507e-08,3.425816146318539e-07,2.4788189989521925e-07,1.300076887620298e-07,1.338291651234561e-08
first_order_signed,63,98,3.4258157009361574e-07,2.478818965778365e-07,9.469967351577922e-08,7.150470953121157e-08,7.257282046424507e-08,3.425816146318539e-07,2.4788189989521925e-07,1.300076887620298e-07,1.338291651234561e-08
first_order_abs,102,104,5.602067585016799e-07,4.6950276154371635e-07,9.070399695796359e-08,8.517149385767198e-08,9.410222698846837e-08,5.602066721621668e-07,4.6950276555435266e-07,1.5412079884755924e-07,8.542306119608046e-09
first_order_signed,102,104,5.602067585016799e-07,4.6950276154371635e-07,9.070399695796359e-08,8.517149385767198e-08,9.410222698846837e-08,5.602066721621668e-07,4.6950276555435266e-07,1.5412079884755924e-07,8.542306119608046e-09
first_order_abs,33,50,2.627755622723985e-07,1.741873628227445e-07,8.858819944965401e-08,4.408899316743486e-08,4.7874379394130526e-08,2.627755861794867e-07,1.74187334778253e-07,9.097911536865062e-08,1.6100187211350373e-07
first_order_signed,33,50,2.627755622723985e-07,1.741873628227445e-07,8.858819944965401e-08,4.408899316743486e-08,4.7874379394130526e-08,2.627755861794867e-07,1.74187334778253e-07,9.097911536865062e-08,1.6100187211350373e-07
first_order_abs,7,50,2.5841565893326776e-07,1.741873628227445e-07,8.422829611052326e-08,3.930214198533122e-08,4.7874379394130526e-08,2.584156675311533e-07,1.74187334778253e-07,3.327153461206796e-08,1.6100187211350373e-07
first_order_signed,7,50,2.5841565893326776e-07,1.741873628227445e-07,8.422829611052326e-08,3.930214198533122e-08,4.7874379394130526e-08,2.584156675311533e-07,1.74187334778253e-07,3.327153461206796e-08,1.6100187211350373e-07
