baseline,expert_high,expert_low,truth_high,truth_low,truth_gap,first_high,first_low,hessian_high,hessian_low,hessian_relative_error_high,hessian_relative_error_low
first_order_signed,127,53,1.3031599435410752e-07,9.752400249585814e-08,3.279199185824937e-08,2.0738731221214835e-08,2.5503542300242542e-08,1.303159962162681e-07,9.752397289730652e-08,1.4289578174746489e-08,3.035001729349403e-07
first_order_abs,68,87,2.369878887074237e-07,2.0491441550822562e-07,3.207347319919808e-08,3.4448185814994754e-08,3.680181333010068e-08,2.3698788709225482e-07,2.0491442853654007e-07,6.815406842506316e-09,6.357929685155322e-08
first_order_signed,68,87,2.369878887074237e-07,2.0491441550822562e-07,3.207347319919808e-08,3.4448185814994754e-08,3.680181333010068e-08,2.3698788709225482e-07,2.0491442853654007e-07,6.815406842506316e-09,6.357929685155322e-08
first_order_abs,89,23,1.5566180091105214e-07,1.236929841197887e-07,3.196881679126343e-08,1.697718992055286e-08,2.15616520193862e-08,1.5566179456527607e-07,1.2369298474368406e-07,4.076643106433669e-08,5.043902502875613e-09
first_order_signed,89,23,1.5566180091105214e-07,1.236929841197887e-07,3.196881679126343e-08,1.697718992055286e-08,2.15616520193862e-08,1.5566179456527607e-07,1.2369298474368406e-07,4.076643106433669e-08,5.043902502875613e-09
first_order_abs,89,59,1.5566180091105214e-07,1.2390988504654918e-07,3.1751915864502963e-08,1.697718992055286e-08,2.8547320951588517e-08,1.5566179456527607e-07,1.2390991344091162e-07,4.076643106433669e-08,2.2915332728812888e-07
first_order_signed,89,59,1.5566180091105214e-07,1.2390988504654918e-07,3.1751915864502963e-08,1.697718992055286e-08,2.8547320951588517e-08,1.5566179456527607e-07,1.2390991344091162e-07,4.076643106433669e-08,2.2915332728812888e-07
first_order_abs,22,71,8.120662337631342e-08,4.947829772923908e-08,3.172832564707434e-08,9.432156233835087e-09,1.0919421056243549e-08,8.120663608224277e-08,4.9478291686000375e-08,1.5646419980599118e-07,1.2213917984001535e-07
first_order_signed,22,71,8.120662337631342e-08,4.947829772923908e-08,3.172832564707434e-08,9.432156233835087e-09,1.0919421056243549e-08,8.120663608224277e-08,4.9478291686000375e-08,1.5646419980599118e-07,1.2213917984001535e-07
first_order_abs,40,100,1.686782990410953e-07,1.3696808983206857e-07,3.171020920902674e-08,2.228011162230814e-08,3.000378017148364e-08,1.6867829799593892e-07,1.3696808309759945e-07,6.196152052625168e-09,4.916816119571488e-08
first_order_signed,40,100,1.686782990410953e-07,1.3696808983206857e-07,3.171020920902674e-08,2.228011162230814e-08,3.000378017148364e-08,1.6867829799593892e-07,1.3696808309759945e-07,6.196152052625168e-09,4.916816119571488e-08
first_order_abs,101,61,1.536263056847343e-07,1.2192018378822234e-07,3.1706121896511975e-08,1.940267622124736e-08,2.7173746053321678e-08,1.536263027901441e-07,1.2192018061796261e-07,1.884176143380153e-08,2.6002747230406944e-08
first_order_signed,101,61,1.536263056847343e-07,1.2192018378822234e-07,3.1706121896511975e-08,1.940267622124736e-08,2.7173746053321678e-08,1.536263027901441e-07,1.2192018061796261e-07,1.884176143380153e-08,2.6002747230406944e-08
first_order_abs,13,64,4.049963130729224e-07,3.733916333558752e-07,3.160467971704719e-08,5.939747111938231e-08,6.85543749767703e-08,4.0499631381862855e-07,3.7339162872740417e-07,1.84126652616885e-09,1.2395754551547909e-08
first_order_signed,13,64,4.049963130729224e-07,3.733916333558752e-07,3.160467971704719e-08,5.939747111938231e-08,6.85543749767703e-08,4.0499631381862855e-07,3.7339162872740417e-07,1.84126652616885e-09,1.2395754551547909e-08
first_order_abs,89,86,1.5566180091105214e-07,1.2410008493519464e-07,3.15617159758575e-08,1.697718992055286e-08,1.778708713651156e-08,1.5566179456527607e-07,1.2410008309871046e-07,4.076643106433669e-08,1.4798412014014033e-08
first_order_signed,89,86,1.5566180091105214e-07,1.2410008493519464e-07,3.15617159758575e-08,1.697718992055286e-08,1.778708713651156e-08,1.5566179456527607e-07,1.2410008309871046e-07,4.076643106433669e-08,1.4798412014014033e-08
first_order_abs,7,91,2.5841565893326776e-07,2.2688367786724848e-07,3.153198106601929e-08,3.930214198533122e-08,4.069803036799158e-08,2.584156675311533e-07,2.2688371359436132e-07,3.327153461206796e-08,1.5746885446015233e-07
first_order_signed,7,91,2.5841565893326776e-07,2.2688367786724848e-07,3.153198106601929e-08,3.930214198533122e-08,4.069803036799158e-08,2.584156675311533e-07,2.2688371359436132e-07,3.327153461206796e-08,1.5746885446015233e-07
first_order_abs,51,69,1.1593506617239107e-07,8.45386329917001e-08,3.139643318069097e-08,1.429185636503405e-08,1.6267421987237184e-08,1.1593508020268928e-07,8.453864097646147e-08,1.2101858972234887e-07,9.445103476480743e-08
first_order_signed,51,69,1.1593506617239107e-07,8.45386329917001e-08,3.139643318069097e-08,1.429185636503405e-08,1.6267421987237184e-08,1.1593508020268928e-07,8.453864097646147e-08,1.2101858972234887e-07,9.445103476480743e-08
first_order_abs,108,56,1.744410628610865e-07,1.4315889224566716e-07,3.128217061541934e-08,2.357083679349614e-08,2.403109196080777e-08,1.7444106958919292e-07,1.4315888563487533e-07,3.856951058105276e-08,4.6178003500167035e-08
first_order_signed,108,56,1.744410628610865e-07,1.4315889224566716e-07,3.128217061541934e-08,2.357083679349614e-08,2.403109196080777e-08,1.7444106958919292e-07,1.4315888563487533e-07,3.856951058105276e-08,4.6178003500167035e-08
first_order_abs,64,63,3.733916333558752e-07,3.4258157009361574e-07,3.0810063262259466e-08,6.85543749767703e-08,7.150470953121157e-08,3.7339162872740417e-07,3.425816146318539e-07,1.2395754551547909e-08,1.300076887620298e-07
first_order_signed,64,63,3.733916333558752e-07,3.4258157009361574e-07,3.0810063262259466e-08,6.85543749767703e-08,7.150470953121157e-08,3.7339162872740417e-07,3.425816146318539e-07,1.2395754551547909e-08,1.300076887620298e-07
first_order_abs,87,50,2.0491441550822562e-07,1.741873628227445e-07,3.072705268548112e-08,3.680181333010068e-08,4.7874379394130526e-08,2.0491442853654007e-07,1.74187334778253e-07,6.357929685155322e-08,1.6100187211350373e-07
first_order_signed,87,50,2.0491441550822562e-07,1.741873628227445e-07,3.072705268548112e-08,3.680181333010068e-08,4.7874379394130526e-08,2.0491442853654007e-07,1.74187334778253e-07,6.357929685155322e-08,1.6100187211350373e-07
first_order_abs,89,27,1.5566180091105214e-07,1.2530861549373684e-07,3.035318541731531e-08,1.697718992055286e-08,2.7043274819504857e-08,1.5566179456527607e-07,1.2530867365967424e-07,4.076643106433669e-08,4.641814704970573e-07
first_order_signed,89,27,1.5566180091105214e-07,1.2530861549373684e-07,3.035318541731531e-08,1.697718992055286e-08,2.7043274819504857e-08,1.5566179456527607e-07,1.2530867365967424e-07,4.076643106433669e-08,4.641814704970573e-07
first_order_abs,89,45,1.5566180091105214e-07,1.254834684071946e-07,3.0178332503857556e-08,1.697718992055286e-08,2.6444372291933857e-08,1.5566179456527607e-07,1.2548346717267123e-07,4.076643106433669e-08,9.83813547951381e-09
first_order_signed,89,45,1.5566180091105214e-07,1.254834684071946e-07,3.0178332503857556e-08,1.697718992055286e-08,2.6444372291933857e-08,1.5566179456527607e-07,1.2548346717267123e-07,4.076643106433669e-08,9.83813547951381e-09
first_order_abs,51,96,1.1593506617239107e-07,8.582929572172566e-08,3.0105770450665406e-08,1.429185636503405e-08,1.497712713849353e-08,1.1593508020268928e-07,8.58293063288329e-08,1.2101858972234887e-07,1.2358376176760406e-07
first_order_signed,51,96,1.1593506617239107e-07,8.582929572172566e-08,3.0105770450665406e-08,1.429185636503405e-08,1.497712713849353e-08,1.1593508020268928e-07,8.58293063288329e-08,1.2101858972234887e-07,1.2358376176760406e-07
first_order_abs,101,23,1.536263056847343e-07,1.236929841197887e-07,2.99333215649456e-08,1.940267622124736e-08,2.15616520193862e-08,1.536263027901441e-07,1.2369298474368406e-07,1.884176143380153e-08,5.043902502875613e-09
first_order_signed,101,23,1.536263056847343e-07,1.236929841197887e-07,2.99333215649456e-08,1.940267622124736e-08,2.15616520193862e-08,1.536263027901441e-07,1.2369298474368406e-07,1.884176143380153e-08,5.043902502875613e-09
first_order_abs,101,59,1.536263056847343e-07,1.2390988504654918e-07,2.971642063818513e-08,1.940267622124736e-08,2.8547320951588517e-08,1.536263027901441e-07,1.2390991344091162e-07,1.884176143380153e-08,2.2915332728812888e-07
first_order_signed,101,59,1.536263056847343e-07,1.2390988504654918e-07,2.971642063818513e-08,1.940267622124736e-08,2.8547320951588517e-08,1.536263027901441e-07,1.2390991344091162e-07,1.884176143380153e-08,2.2915332728812888e-07
first_order_abs,14,100,1.6647460659347185e-07,1.3696808983206857e-07,2.9506516761403282e-08,2.755652461772229e-08,3.000378017148364e-08,1.6647459233354311e-07,1.3696808309759945e-07,8.565828161705159e-08,4.916816119571488e-08
first_order_signed,14,100,1.6647460659347185e-07,1.3696808983206857e-07,2.9506516761403282e-08,2.755652461772229e-08,3.000378017148364e-08,1.6647459233354311e-07,1.3696808309759945e-07,8.565828161705159e-08,4.916816119571488e-08
first_order_abs,66,71,7.894446323495268e-08,4.947829772923908e-08,2.94661655057136e-08,9.12867090807623e-09,1.0919421056243549e-08,7.894446696354862e-08,4.9478291686000375e-08,4.7230619960202626e-08,1.2213917984001535e-07
first_order_signed,66,71,7.894446323495268e-08,4.947829772923908e-08,2.94661655057136e-08,9.12867090807623e-09,1.0919421056243549e-08,7.894446696354862e-08,4.9478291686000375e-08,4.7230619960202626e-08,1.2213917984001535e-07
first_order_abs,18,32,1.1121424421692042e-07,8.18308618724767e-08,2.9383382344443713e-08,1.278802433946069e-08,1.725679319442008e-08,1.1121424847715389e-07,8.183085498103537e-08,3.830654517715742e-08,8.421567577073036e-08
first_order_signed,18,32,1.1121424421692042e-07,8.18308618724767e-08,2.9383382344443713e-08,1.278802433946069e-08,1.725679319442008e-08,1.1121424847715389e-07,8.183085498103537e-08,3.830654517715742e-08,8.421567577073036e-08
first_order_abs,113,43,5.735104618291518e-08,2.8025249030131494e-08,2.9325797152783686e-08,7.3501448705215465e-09,7.735087914628735e-09,5.735104124937607e-08,2.8025247900131944e-08,8.602352426917145e-08,4.0320767485874076e-08
first_order_signed,113,43,5.735104618291518e-08,2.8025249030131494e-08,2.9325797152783686e-08,7.3501448705215465e-09,7.735087914628735e-09,5.735104124937607e-08,2.8025247900131944e-08,8.602352426917145e-08,4.0320767485874076e-08
first_order_abs,22,41,8.120662337631342e-08,5.190778471575686e-08,2.9298838660556564e-08,9.432156233835087e-09,1.0775334335910712e-08,8.120663608224277e-08,5.190778651353867e-08,1.5646419980599118e-07,3.46341462986068e-08
first_order_signed,22,41,8.120662337631342e-08,5.190778471575686e-08,2.9298838660556564e-08,9.432156233835087e-09,1.0775334335910712e-08,8.120663608224277e-08,5.190778651353867e-08,1.5646419980599118e-07,3.46341462986068e-08
first_order_abs,18,5,1.1121424421692042e-07,8.195346246644651e-08,2.9260781750473904e-08,1.278802433946069e-08,1.28613865113536e-08,1.1121424847715389e-07,8.195345913009078e-08,3.830654517715742e-08,4.071036945891035e-08
first_order_signed,18,5,1.1121424421692042e-07,8.195346246644651e-08,2.9260781750473904e-08,1.278802433946069e-08,1.28613865113536e-08,1.1121424847715389e-07,8.195345913009078e-08,3.830654517715742e-08,4.071036945891035e-08
first_order_abs,89,26,1.5566180091105214e-07,1.2649505103068067e-07,2.9166749880371478e-08,1.697718992055286e-08,2.8597835743937592e-08,1.5566179456527607e-07,1.2649502423300873e-07,4.076643106433669e-08,2.1184759177155848e-07
first_order_signed,89,26,1.5566180091105214e-07,1.2649505103068067e-07,2.9166749880371478e-08,1.697718992055286e-08,2.8597835743937592e-08,1.5566179456527607e-07,1.2649502423300873e-07,4.076643106433669e-08,2.1184759177155848e-07
first_order_abs,116,49,1.4535722597706295e-07,1.1626997167262457e-07,2.908725430443838e-08,2.0910953857367076e-08,2.5099755562862924e-08,1.453572338050435e-07,1.1627000873204452e-07,5.385339808232365e-08,3.187359505840401e-07
first_order_signed,116,49,1.4535722597706295e-07,1.1626997167262457e-07,2.908725430443838e-08,2.0910953857367076e-08,2.5099755562862924e-08,1.453572338050435e-07,1.1627000873204452e-07,5.385339808232365e-08,3.187359505840401e-07
first_order_abs,44,103,9.374412206434479e-08,6.467719250289398e-08,2.906692956145081e-08,1.5900763639109528e-08,1.6147219428219726e-08,9.374412002216559e-08,6.467718094427255e-08,2.1784610693797647e-08,1.7871247938348766e-07
first_order_signed,44,103,9.374412206434479e-08,6.467719250289398e-08,2.906692956145081e-08,1.5900763639109528e-08,1.6147219428219726e-08,9.374412002216559e-08,6.467718094427255e-08,2.1784610693797647e-08,1.7871247938348766e-07
first_order_abs,68,28,2.369878887074237e-07,2.0793576063718982e-07,2.9052128070233883e-08,3.4448185814994754e-08,3.975995106486607e-08,2.3698788709225482e-07,2.0793575572497502e-07,6.815406842506316e-09,2.3623713299629962e-08
first_order_signed,68,28,2.369878887074237e-07,2.0793576063718982e-07,2.9052128070233883e-08,3.4448185814994754e-08,3.975995106486607e-08,2.3698788709225482e-07,2.0793575572497502e-07,6.815406842506316e-09,2.3623713299629962e-08
first_order_abs,0,71,7.847932183537822e-08,4.947829772923908e-08,2.900102410613914e-08,8.978830945416404e-09,1.0919421056243549e-08,7.847932437243799e-08,4.9478291686000375e-08,3.2327748326823853e-08,1.2213917984001535e-07
first_order_signed,0,71,7.847932183537822e-08,4.947829772923908e-08,2.900102410613914e-08,8.978830945416404e-09,1.0919421056243549e-08,7.847932437243799e-08,4.9478291686000375e-08,3.2327748326823853e-08,1.2213917984001535e-07
first_order_abs,18,58,1.1121424421692042e-07,8.223306785716865e-08,2.898117635975177e-08,1.278802433946069e-08,1.5333798630834394e-08,1.1121424847715389e-07,8.22331216454586e-08,3.830654517715742e-08,6.540956254022636e-07
first_order_signed,18,58,1.1121424421692042e-07,8.223306785716865e-08,2.898117635975177e-08,1.278802433946069e-08,1.5333798630834394e-08,1.1121424847715389e-07,8.22331216454586e-08,3.830654517715742e-08,6.540956254022636e-07
first_order_abs,86,77,1.2410008493519464e-07,9.53560580840903e-08,2.874402685110434e-08,1.778708713651156e-08,1.8228505149764374e-08,1.2410008309871046e-07,9.535607148336567e-08,1.4798412014014033e-08,1.4051834391539347e-07
first_order_signed,86,77,1.2410008493519464e-07,9.53560580840903e-08,2.874402685110434e-08,1.778708713651156e-08,1.8228505149764374e-08,1.2410008309871046e-07,9.535607148336567e-08,1.4798412014014033e-08,1.4051834391539347e-07
first_order_abs,8,83,1.792239186971403e-07,1.5086226270278802e-07,2.836165599435227e-08,2.9614596552818284e-08,3.01162327076554e-08,1.792238748521413e-07,1.508622773371826e-07,2.446381001978564e-07,9.70050052672574e-08
first_order_signed,8,83,1.792239186971403e-07,1.5086226270278802e-07,2.836165599435227e-08,2.9614596552818284e-08,3.01162327076554e-08,1.792238748521413e-07,1.508622773371826e-07,2.446381001978564e-07,9.70050052672574e-08
first_order_abs,101,27,1.536263056847343e-07,1.2530861549373684e-07,2.8317690190997475e-08,1.940267622124736e-08,2.7043274819504857e-08,1.536263027901441e-07,1.2530867365967424e-07,1.884176143380153e-08,4.641814704970573e-07
first_order_signed,101,27,1.536263056847343e-07,1.2530861549373684e-07,2.8317690190997475e-08,1.940267622124736e-08,2.7043274819504857e-08,1.536263027901441e-07,1.2530867365967424e-07,1.884176143380153e-08,4.641814704970573e-07
first_order_abs,119,32,1.1002478243942163e-07,8.18308618724767e-08,2.819392056694493e-08,1.58144907391744e-08,1.725679319442008e-08,1.1002477151578205e-07,8.183085498103537e-08,9.928344633601545e-08,8.421567577073036e-08
first_order_signed,119,32,1.1002478243942163e-07,8.18308618724767e-08,2.819392056694493e-08,1.58144907391744e-08,1.725679319442008e-08,1.1002477151578205e-07,8.183085498103537e-08,9.928344633601545e-08,8.421567577073036e-08
first_order_abs,101,45,1.536263056847343e-07,1.254834684071946e-07,2.8142837277539722e-08,1.940267622124736e-08,2.6444372291933857e-08,1.536263027901441e-07,1.2548346717267123e-07,1.884176143380153e-08,9.83813547951381e-09
first_order_signed,101,45,1.536263056847343e-07,1.254834684071946e-07,2.8142837277539722e-08,1.940267622124736e-08,2.6444372291933857e-08,1.536263027901441e-07,1.2548346717267123e-07,1.884176143380153e-08,9.83813547951381e-09
first_order_abs,4,83,1.7896841646260672e-07,1.5086226270278802e-07,2.8106153759818702e-08,2.06474083608299e-08,3.01162327076554e-08,1.7896843473863555e-07,1.508622773371826e-07,1.0211873800997768e-07,9.70050052672574e-08
first_order_signed,4,83,1.7896841646260672e-07,1.5086226270278802e-07,2.8106153759818702e-08,2.06474083608299e-08,3.01162327076554e-08,1.7896843473863555e-07,1.508622773371826e-07,1.0211873800997768e-07,9.70050052672574e-08
first_order_abs,46,103,9.22701169374705e-08,6.467719250289398e-08,2.7592924434576517e-08,1.2810836702570327e-08,1.6147219428219726e-08,9.227011332768598e-08,6.467718094427255e-08,3.912192421449291e-08,1.7871247938348766e-07
first_order_signed,46,103,9.22701169374705e-08,6.467719250289398e-08,2.7592924434576517e-08,1.2810836702570327e-08,1.6147219428219726e-08,9.227011332768598e-08,6.467718094427255e-08,3.912192421449291e-08,1.7871247938348766e-07
first_order_abs,55,71,7.704004311600434e-08,4.947829772923908e-08,2.7561745386765263e-08,8.93364392462459e-09,1.0919421056243549e-08,7.704005611230968e-08,4.9478291686000375e-08,1.686954577999346e-07,1.2213917984001535e-07
first_order_signed,55,71,7.704004311600434e-08,4.947829772923908e-08,2.7561745386765263e-08,8.93364392462459e-09,1.0919421056243549e-08,7.704005611230968e-08,4.9478291686000375e-08,1.686954577999346e-07,1.2213917984001535e-07
first_order_abs,101,26,1.536263056847343e-07,1.2649505103068067e-07,2.7131254654053644e-08,1.940267622124736e-08,2.8597835743937592e-08,1.536263027901441e-07,1.2649502423300873e-07,1.884176143380153e-08,2.1184759177155848e-07
first_order_signed,101,26,1.536263056847343e-07,1.2649505103068067e-07,2.7131254654053644e-08,1.940267622124736e-08,2.8597835743937592e-08,1.536263027901441e-07,1.2649502423300873e-07,1.884176143380153e-08,2.1184759177155848e-07
first_order_abs,66,41,7.894446323495268e-08,5.190778471575686e-08,2.7036678519195822e-08,9.12867090807623e-09,1.0775334335910712e-08,7.894446696354862e-08,5.190778651353867e-08,4.7230619960202626e-08,3.46341462986068e-08
first_order_signed,66,41,7.894446323495268e-08,5.190778471575686e-08,2.7036678519195822e-08,9.12867090807623e-09,1.0775334335910712e-08,7.894446696354862e-08,5.190778651353867e-08,4.7230619960202626e-08,3.46341462986068e-08
first_order_abs,56,49,1.4315889224566716e-07,1.1626997167262457e-07,2.688892057304259e-08,2.403109196080777e-08,2.5099755562862924e-08,1.4315888563487533e-07,1.1627000873204452e-07,4.6178003500167035e-08,3.187359505840401e-07
first_order_signed,56,49,1.4315889224566716e-07,1.1626997167262457e-07,2.688892057304259e-08,2.403109196080777e-08,2.5099755562862924e-08,1.4315888563487533e-07,1.1627000873204452e-07,4.6178003500167035e-08,3.187359505840401e-07
first_order_abs,105,32,1.086103814859188e-07,8.18308618724767e-08,2.67795196134421e-08,1.6303553884711165e-08,1.725679319442008e-08,1.0861037935683271e-07,8.183085498103537e-08,1.9602970411461194e-08,8.421567577073036e-08
first_order_signed,105,32,1.086103814859188e-07,8.18308618724767e-08,2.67795196134421e-08,1.6303553884711165e-08,1.725679319442008e-08,1.0861037935683271e-07,8.183085498103537e-08,1.9602970411461194e-08,8.421567577073036e-08
first_order_abs,18,69,1.1121424421692042e-07,8.45386329917001e-08,2.6675611225220315e-08,1.278802433946069e-08,1.6267421987237184e-08,1.1121424847715389e-07,8.453864097646147e-08,3.830654517715742e-08,9.445103476480743e-08
first_order_signed,18,69,1.1121424421692042e-07,8.45386329917001e-08,2.6675611225220315e-08,1.278802433946069e-08,1.6267421987237184e-08,1.1121424847715389e-07,8.453864097646147e-08,3.830654517715742e-08,9.445103476480743e-08
first_order_abs,111,83,1.7751961480411947e-07,1.5086226270278802e-07,2.6657352101331456e-08,2.3435098750468342e-08,3.01162327076554e-08,1.7751960967871128e-07,1.508622773371826e-07,2.887234856544041e-08,9.70050052672574e-08
first_order_signed,111,83,1.7751961480411947e-07,1.5086226270278802e-07,2.6657352101331456e-08,2.3435098750468342e-08,3.01162327076554e-08,1.7751960967871128e-07,1.508622773371826e-07,2.887234856544041e-08,9.70050052672574e-08
first_order_abs,86,53,1.2410008493519464e-07,9.752400249585814e-08,2.65760824393365e-08,1.778708713651156e-08,2.5503542300242542e-08,1.2410008309871046e-07,9.752397289730652e-08,1.4798412014014033e-08,3.035001729349403e-07
first_order_signed,86,53,1.2410008493519464e-07,9.752400249585814e-08,2.65760824393365e-08,1.778708713651156e-08,2.5503542300242542e-08,1.2410008309871046e-07,9.752397289730652e-08,1.4798412014014033e-08,3.035001729349403e-07
first_order_abs,0,41,7.847932183537822e-08,5.190778471575686e-08,2.6571537119621364e-08,8.978830945416404e-09,1.0775334335910712e-08,7.847932437243799e-08,5.190778651353867e-08,3.2327748326823853e-08,3.46341462986068e-08
first_order_signed,0,41,7.847932183537822e-08,5.190778471575686e-08,2.6571537119621364e-08,8.978830945416404e-09,1.0775334335910712e-08,7.847932437243799e-08,5.190778651353867e-08,3.2327748326823853e-08,3.46341462986068e-08
first_order_abs,33,57,2.627755622723985e-07,2.3652235047802466e-07,2.625321179437385e-08,4.408899316743486e-08,5.993303862084076e-08,2.627755861794867e-07,2.3652235370263952e-07,9.097911536865062e-08,1.3633446696937914e-08
first_order_signed,33,57,2.627755622723985e-07,2.3652235047802466e-07,2.625321179437385e-08,4.408899316743486e-08,5.993303862084076e-08,2.627755861794867e-07,2.3652235370263952e-07,9.097911536865062e-08,1.3633446696937914e-08
first_order_abs,23,53,1.236929841197887e-07,9.752400249585814e-08,2.616898162393057e-08,2.15616520193862e-08,2.5503542300242542e-08,1.2369298474368406e-07,9.752397289730652e-08,5.043902502875613e-09,3.035001729349403e-07
first_order_signed,23,53,1.236929841197887e-07,9.752400249585814e-08,2.616898162393057e-08,2.15616520193862e-08,2.5503542300242542e-08,1.2369298474368406e-07,9.752397289730652e-08,5.043902502875613e-09,3.035001729349403e-07
first_order_abs,51,95,1.1593506617239107e-07,9.023565254489256e-08,2.569941362749851e-08,1.429185636503405e-08,1.663221138592519e-08,1.1593508020268928e-07,9.023567315580294e-08,1.2101858972234887e-07,2.284120500257328e-07
first_order_signed,51,95,1.1593506617239107e-07,9.023565254489256e-08,2.569941362749851e-08,1.429185636503405e-08,1.663221138592519e-08,1.1593508020268928e-07,9.023567315580294e-08,1.2101858972234887e-07,2.284120500257328e-07
first_order_abs,33,2,2.627755622723985e-07,2.3712965596262547e-07,2.5645906309773045e-08,4.408899316743486e-08,5.0360903980362076e-08,2.627755861794867e-07,2.3712965457889368e-07,9.097911536865062e-08,5.8353384105042336e-09
first_order_signed,33,2,2.627755622723985e-07,2.3712965596262547e-07,2.5645906309773045e-08,4.408899316743486e-08,5.0360903980362076e-08,2.627755861794867e-07,2.3712965457889368e-07,9.097911536865062e-08,5.8353384105042336e-09
first_order_abs,102,21,5.602067585016799e-07,5.345839768561993e-07,2.562278164548068e-08,8.517149385767198e-08,1.0077675085540249e-07,5.602066721621668e-07,5.345839895198878e-07,1.5412079884755924e-07,2.368886672312644e-08
first_order_signed,102,21,5.602067585016799e-07,5.345839768561993e-07,2.562278164548068e-08,8.517149385767198e-08,1.0077675085540249e-07,5.602066721621668e-07,5.345839895198878e-07,1.5412079884755924e-07,2.368886672312644e-08
first_order_abs,40,56,1.686782990410953e-07,1.4315889224566716e-07,2.551940679542815e-08,2.228011162230814e-08,2.403109196080777e-08,1.6867829799593892e-07,1.4315888563487533e-07,6.196152052625168e-09,4.6178003500167035e-08
first_order_signed,40,56,1.686782990410953e-07,1.4315889224566716e-07,2.551940679542815e-08,2.228011162230814e-08,2.403109196080777e-08,1.6867829799593892e-07,1.4315888563487533e-07,6.196152052625168e-09,4.6178003500167035e-08
first_order_abs,119,69,1.1002478243942163e-07,8.45386329917001e-08,2.548614944772153e-08,1.58144907391744e-08,1.6267421987237184e-08,1.1002477151578205e-07,8.453864097646147e-08,9.928344633601545e-08,9.445103476480743e-08
first_order_signed,119,69,1.1002478243942163e-07,8.45386329917001e-08,2.548614944772153e-08,1.58144907391744e-08,1.6267421987237184e-08,1.1002477151578205e-07,8.453864097646147e-08,9.928344633601545e-08,9.445103476480743e-08
first_order_abs,18,96,1.1121424421692042e-07,8.582929572172566e-08,2.5384948495194753e-08,1.278802433946069e-08,1.497712713849353e-08,1.1121424847715389e-07,8.58293063288329e-08,3.830654517715742e-08,1.2358376176760406e-07
first_order_signed,18,96,1.1121424421692042e-07,8.582929572172566e-08,2.5384948495194753e-08,1.278802433946069e-08,1.497712713849353e-08,1.1121424847715389e-07,8.58293063288329e-08,3.830654517715742e-08,1.2358376176760406e-07
first_order_abs,89,127,1.5566180091105214e-07,1.3031599435410752e-07,2.534580655694463e-08,1.697718992055286e-08,2.0738731221214835e-08,1.5566179456527607e-07,1.303159962162681e-07,4.076643106433669e-08,1.4289578174746489e-08
first_order_signed,89,127,1.5566180091105214e-07,1.3031599435410752e-07,2.534580655694463e-08,1.697718992055286e-08,2.0738731221214835e-08,1.5566179456527607e-07,1.303159962162681e-07,4.076643106433669e-08,1.4289578174746489e-08
first_order_abs,55,41,7.704004311600434e-08,5.190778471575686e-08,2.5132258400247485e-08,8.93364392462459e-09,1.0775334335910712e-08,7.704005611230968e-08,5.190778651353867e-08,1.686954577999346e-07,3.46341462986068e-08
first_order_signed,55,41,7.704004311600434e-08,5.190778471575686e-08,2.5132258400247485e-08,8.93364392462459e-09,1.0775334335910712e-08,7.704005611230968e-08,5.190778651353867e-08,1.686954577999346e-07,3.46341462986068e-08
first_order_abs,79,91,2.519509133831503e-07,2.2688367786724848e-07,2.5067235515901802e-08,3.6907157952015264e-08,4.069803036799158e-08,2.5195089392582304e-07,2.2688371359436132e-07,7.722665886699252e-08,1.5746885446015233e-07
first_order_signed,79,91,2.519509133831503e-07,2.2688367786724848e-07,2.5067235515901802e-08,3.6907157952015264e-08,4.069803036799158e-08,2.5195089392582304e-07,2.2688371359436132e-07,7.722665886699252e-08,1.5746885446015233e-07
first_order_abs,87,17,2.0491441550822562e-07,1.7999261579325585e-07,2.4921799714969766e-08,3.680181333010068e-08,3.729928295115314e-08,2.0491442853654007e-07,1.7999262524881487e-07,6.357929685155322e-08,5.2533038535182425e-08
first_order_signed,87,17,2.0491441550822562e-07,1.7999261579325585e-07,2.4921799714969766e-08,3.680181333010068e-08,3.729928295115314e-08,2.0491442853654007e-07,1.7999262524881487e-07,6.357929685155322e-08,5.2533038535182425e-08
first_order_abs,85,14,1.910761721314109e-07,1.6647460659347185e-07,2.460156553793904e-08,2.7133622282349276e-08,2.755652461772229e-08,1.9107613979940652e-07,1.6647459233354311e-07,1.692100276399687e-07,8.565828161705159e-08
first_order_signed,85,14,1.910761721314109e-07,1.6647460659347185e-07,2.460156553793904e-08,2.7133622282349276e-08,2.755652461772229e-08,1.9107613979940652e-07,1.6647459233354311e-07,1.692100276399687e-07,8.565828161705159e-08
first_order_abs,29,54,8.574879359306396e-08,6.11537206018827e-08,2.4595072991181265e-08,1.2049417841275555e-08,1.2734994903063068e-08,8.574878762601656e-08,6.115369899362122e-08,6.958753757411204e-08,3.53343365929183e-07
first_order_signed,29,54,8.574879359306396e-08,6.11537206018827e-08,2.4595072991181265e-08,1.2049417841275555e-08,1.2734994903063068e-08,8.574878762601656e-08,6.115369899362122e-08,6.958753757411204e-08,3.53343365929183e-07
first_order_abs,24,43,5.212127088190829e-08,2.8025249030131494e-08,2.4096021851776798e-08,7.589740180780068e-09,7.735087914628735e-09,5.212127618392515e-08,2.8025247900131944e-08,1.0172462730194253e-07,4.0320767485874076e-08
