layer,expert,loss_fn,beta_work,num_score_tokens,reference_active_batch_count,base_loss_at_identity,base_loss_at_work,gradient_at_identity,gradient_at_work,first_order_signed,first_order_abs,hessian_half_at_identity,reference_removal_at_identity,true_removal_at_identity,removal_loss_at_identity,true_removal_delta_at_work,removal_loss_at_work
0,15,l2,0.95,4096,2,0.0,1.1146171683760932e-07,0.0,-3.535801207377176e-09,3.359011147008317e-09,3.359011147008317e-09,2.4376442198104087e-08,2.4376443974460926e-08,2.4376440528474736e-08,2.4376440528474736e-08,2.5358750488585798e-08,1.3682046732619512e-07
0,16,l2,0.95,4096,2,0.0,1.1146171683760932e-07,0.0,-1.7457149681376904e-07,1.658429219730806e-07,1.658429219730806e-07,8.48041963763535e-07,8.48041963763535e-07,8.480419081379146e-07,8.480419081379146e-07,9.312007232863619e-07,1.0426624401239712e-06
0,17,l2,0.95,4096,2,0.0,1.1146171683760932e-07,0.0,-3.9262403106476995e-08,3.729928295115314e-08,3.729928295115314e-08,1.7999262524881487e-07,1.7999262524881487e-07,1.7999261579325585e-07,1.7999261579325585e-07,1.9974261730403017e-07,3.112043341416395e-07
0,18,l2,0.95,4096,2,0.0,1.1146171683760932e-07,0.0,-1.3461078252063885e-08,1.278802433946069e-08,1.278802433946069e-08,1.1121424847715389e-07,1.1121424847715389e-07,1.1121424421692042e-07,1.1121424421692042e-07,1.1315889635398989e-07,2.246206131915992e-07
0,19,l2,0.95,4096,2,0.0,1.1146171683760932e-07,0.0,-6.777161942750354e-08,6.438303845612836e-08,6.438303845612836e-08,4.2300797531424905e-07,4.2300797531424905e-07,4.230079629291528e-07,4.230079629291528e-07,4.461477382652901e-07,5.576094551028994e-07
0,20,l2,0.95,4096,2,0.0,1.1146171683760932e-07,0.0,-1.1010032441305384e-08,1.0459530819240115e-08,1.0459530819240115e-08,6.658258655534155e-08,6.658258655534155e-08,6.658259048085973e-08,6.658259048085973e-08,7.055033265730025e-08,1.8201204949490957e-07
0,21,l2,0.95,4096,2,0.0,1.1146171683760932e-07,0.0,-1.0608079037410789e-07,1.0077675085540249e-07,1.0077675085540249e-07,5.345839895198878e-07,5.345839895198878e-07,5.345839768561993e-07,5.345839768561993e-07,5.832387490111643e-07,6.947004658487736e-07
0,22,l2,0.95,4096,2,0.0,1.1146171683760932e-07,0.0,-9.928585509300092e-09,9.432156233835087e-09,9.432156233835087e-09,8.120663608224277e-08,8.120662897681541e-08,8.120662337631342e-08,8.120662337631342e-08,8.272113879476552e-08,1.9418285563237483e-07
0,23,l2,0.95,4096,2,0.0,1.1146171683760932e-07,0.0,-2.2696475809880212e-08,2.15616520193862e-08,2.15616520193862e-08,1.2369298474368406e-07,1.2369298474368406e-07,1.236929841197887e-07,1.236929841197887e-07,1.3319457656557117e-07,2.446562934031805e-07
0,24,l2,0.95,4096,2,0.0,1.1146171683760932e-07,0.0,-7.98920019029481e-09,7.589740180780068e-09,7.589740180780068e-09,5.212127618392515e-08,5.212127618392515e-08,5.212127088190829e-08,5.212127088190829e-08,5.462918635883342e-08,1.6609090319644274e-07
0,25,l2,0.95,4096,2,0.0,1.1146171683760932e-07,0.0,-8.139420248909346e-09,7.732449236463879e-09,7.732449236463879e-09,4.398686570539212e-08,4.398686570539212e-08,4.398683666027596e-08,4.398683666027596e-08,4.743059074423055e-08,1.5889230758183987e-07
0,26,l2,0.95,4096,2,0.0,1.1146171683760932e-07,0.0,-3.010298499361852e-08,2.8597835743937592e-08,2.8597835743937592e-08,1.2649502423300873e-07,1.2649502423300873e-07,1.2649505103068067e-07,1.2649505103068067e-07,1.427595105543547e-07,2.5422122739196403e-07
0,27,l2,0.95,4096,2,0.0,1.1146171683760932e-07,0.0,-2.846660507316301e-08,2.7043274819504857e-08,2.7043274819504857e-08,1.2530867365967424e-07,1.2530867365967424e-07,1.2530861549373684e-07,1.2530861549373684e-07,1.4013430483915238e-07,2.515960216767617e-07
0,28,l2,0.95,4096,2,0.0,1.1146171683760932e-07,0.0,-4.1852580068280076e-08,3.975995106486607e-08,3.975995106486607e-08,2.0793575572497502e-07,2.0793575572497502e-07,2.0793576063718982e-07,2.0793576063718982e-07,2.274219841777205e-07,3.388837010153298e-07
