layer,expert,selection_group,background_beta,beta,measured_loss,measured_delta_loss,local_gradient_at_beta
0,13,counterexample,0.95,1.25,1.2915429004367584e-07,1.7692573206066504e-08,1.804741600608395e-07
0,13,counterexample,0.95,1.5,1.9958509643555377e-07,8.812337959794445e-08,3.8297230275929905e-07
0,19,counterexample,1.0,0.0,4.230079629291528e-07,4.230079629291528e-07,-8.460159506284981e-07
0,19,counterexample,1.0,0.25,2.379419538837536e-07,2.379419538837536e-07,-6.345119061279547e-07
0,19,counterexample,1.0,0.5,1.057519641688933e-07,1.057519641688933e-07,-4.230079184708302e-07
0,19,counterexample,1.0,0.75,2.643799762223201e-08,2.643799762223201e-08,-2.1150398765712453e-07
0,19,counterexample,1.0,0.9,4.230076496813083e-09,4.230076496813083e-09,-8.46015630884267e-08
0,19,counterexample,1.0,0.95,1.0575231707746804e-09,1.0575231707746804e-09,-4.2300861480271124e-08
0,19,counterexample,1.0,1.0,0.0,0.0,0.0
0,19,counterexample,1.0,1.05,1.0575191645451543e-09,1.0575191645451543e-09,4.230078154421335e-08
0,19,counterexample,1.0,1.25,2.6438005171660193e-08,2.6438005171660193e-08,2.1150401607883396e-07
0,19,counterexample,1.0,1.5,1.0575200449430067e-07,1.0575200449430067e-07,4.230080037359585e-07
0,19,counterexample,0.95,0.0,5.576094551028994e-07,4.461477382652901e-07,-8.714868044989998e-07
0,19,counterexample,0.95,0.25,3.6617573684771206e-07,2.547140200101028e-07,-6.599827884201659e-07
0,19,counterexample,0.95,0.5,2.2761808333425834e-07,1.1615636649664902e-07,-4.484788576064602e-07
0,19,counterexample,0.95,0.75,1.4193635402504911e-07,3.047463718743978e-08,-2.369747846842074e-07
0,19,counterexample,0.95,0.9,1.1590781578284846e-07,4.446098945239135e-09,-1.1007244893335155e-07
0,19,counterexample,0.95,0.95,1.1146171683760932e-07,0.0,-6.777161942750354e-08
0,19,counterexample,0.95,1.0,1.0913065908579928e-07,-2.3310577518100305e-09,-2.547083255421967e-08
0,19,counterexample,0.95,1.05,1.089146365136386e-07,-2.547080323970715e-09,1.6829914351035313e-08
0,19,counterexample,0.95,1.25,1.2920095077834863e-07,1.773923394073931e-08,1.8603316931375957e-07
0,19,counterexample,0.95,1.5,2.0214721549523936e-07,9.068549865763003e-08,3.975370930220379e-07
0,25,low,1.0,0.0,4.398683666027596e-08,4.398683666027596e-08,-8.797369943636113e-08
0,25,low,1.0,0.25,2.474259579778882e-08,2.474259579778882e-08,-6.598027724180611e-08
0,25,low,1.0,0.5,1.0996701913791032e-08,1.0996701913791032e-08,-4.398683373096901e-08
0,25,low,1.0,0.75,2.7491760019735836e-09,2.7491760019735836e-09,-2.1993420418198184e-08
0,25,low,1.0,0.9,4.398681896688632e-10,4.398681896688632e-10,-8.797368611368483e-09
0,25,low,1.0,0.95,1.0996623252071324e-10,1.0996623252071324e-10,-4.398667652338872e-09
0,25,low,1.0,1.0,0.0,0.0,0.0
0,25,low,1.0,1.05,1.099680102377486e-10,1.099680102377486e-10,4.39870317947566e-09
0,25,low,1.0,1.25,2.7491858550509328e-09,2.7491858550509328e-09,2.199346038622707e-08
0,25,low,1.0,1.5,1.0996725499955087e-08,1.0996725499955087e-08,4.3986883468960514e-08
0,25,low,0.95,0.0,1.5889230758183987e-07,4.743059074423055e-08,-9.171446180289422e-08
0,25,low,0.95,0.25,1.3871286574848545e-07,2.7251148910876115e-08,-6.97210218447708e-08
0,25,low,0.95,0.5,1.2403179905872407e-07,1.2570082221114754e-08,-4.772759787385894e-08
0,25,low,0.95,0.75,1.1484907865686629e-07,3.387361819256965e-09,-2.573416946205498e-08
0,25,low,0.95,0.9,1.119786643986995e-07,5.169475610901854e-10,-1.2538127425187895e-08
0,25,low,0.95,0.95,1.1146171683760932e-07,0.0,-8.139420248909346e-09
0,25,low,0.95,1.0,1.1116471397004171e-07,-2.970028675676e-10,-3.7407305031322835e-09
0,25,low,0.95,1.05,1.110876446202926e-07,-3.7407221731671553e-10,6.579483069479863e-10
0,25,low,0.95,1.25,1.1297871130347788e-07,1.5169944658685687e-09,1.82527033487645e-08
0,25,low,0.95,1.5,1.2029106349211594e-07,8.829346654506624e-09,4.024612820785478e-08
0,54,low,1.0,0.0,6.11537206018827e-08,6.11537206018827e-08,-1.2230741219809715e-07
0,54,low,1.0,0.25,3.4398943666388237e-08,3.4398943666388237e-08,-9.173053072686344e-08
0,54,low,1.0,0.5,1.5288422894024856e-08,1.5288422894024856e-08,-6.115369188819386e-08
0,54,low,1.0,0.75,3.8221060029238784e-09,3.8221060029238784e-09,-3.057684772045377e-08
0,54,low,1.0,0.9,6.115374676190568e-10,6.115374676190568e-10,-1.2230744417252026e-08
0,54,low,1.0,0.95,1.5288476390241758e-10,1.5288476390241758e-10,-6.1153802022317905e-09
0,54,low,1.0,1.0,0.0,0.0,0.0
0,54,low,1.0,1.05,1.5288427684553343e-10,1.5288427684553343e-10,6.115370432269174e-09
0,54,low,1.0,1.25,3.822105211238701e-09,3.822105211238701e-09,3.057684594409693e-08
0,54,low,1.0,1.5,1.5288418899076655e-08,1.5288418899076655e-08,6.11536847827665e-08
0,54,low,0.95,0.0,1.7938793678404037e-07,6.792621994643107e-08,-1.2959728934447412e-07
