baseline,expert_high,expert_low,truth_high,truth_low,truth_gap,first_high,first_low,hessian_high,hessian_low,hessian_relative_error_high,hessian_relative_error_low,truth_increase_percent,first_decrease_percent,balanced_display_score,both_differences_at_least_20_percent,both_full_curves_available
first_order_abs,74,32,9.920240460487054e-08,8.18308618724767e-08,1.737154273239384e-08,1.141809853333342e-08,1.725679319442008e-08,9.920240984229167e-08,8.183085498103537e-08,5.2795304213162394e-08,8.421567577073036e-08,21.228595587157862,33.83418109787966,0.2122859558715786,True,False
first_order_abs,126,98,3.198957817688046e-07,2.478818965778365e-07,7.201388519096806e-08,5.73997624542244e-08,7.257282046424507e-08,3.1989580406843743e-07,2.4788189989521925e-07,6.970905563823671e-08,1.338291651234561e-08,29.051692029617506,20.907356105163476,0.20907356105163477,True,False
first_order_abs,89,78,1.5566180091105214e-07,1.0625910043879313e-07,4.940270047225902e-08,1.697718992055286e-08,2.144905604239966e-08,1.5566179456527607e-07,1.0625905133565539e-07,4.076643106433669e-08,4.621075986800345e-07,46.49267711495049,20.848778207334572,0.20848778207334573,True,False
first_order_abs,18,103,1.1121424421692042e-07,6.467719250289398e-08,4.6537051714026435e-08,1.278802433946069e-08,1.6147219428219726e-08,1.1121424847715389e-07,6.467718094427255e-08,3.830654517715742e-08,1.7871247938348766e-07,71.9528011546638,20.80355137113161,0.20803551371131612,True,False
first_order_abs,46,103,9.22701169374705e-08,6.467719250289398e-08,2.7592924434576517e-08,1.2810836702570327e-08,1.6147219428219726e-08,9.227011332768598e-08,6.467718094427255e-08,3.912192421449291e-08,1.7871247938348766e-07,42.662526567370506,20.662274024830317,0.20662274024830318,True,False
first_order_abs,74,58,9.920240460487054e-08,8.223306785716865e-08,1.6969336747701896e-08,1.141809853333342e-08,1.5333798630834394e-08,9.920240984229167e-08,8.22331216454586e-08,5.2795304213162394e-08,6.540956254022636e-07,20.6356605558923,25.536399634380093,0.206356605558923,True,False
first_order_abs,70,96,1.0342684881447056e-07,8.582929572172566e-08,1.7597553092744896e-08,1.17350959838447e-08,1.497712713849353e-08,1.0342686351805241e-07,8.58293063288329e-08,1.4216407076539892e-07,1.2358376176760406e-07,20.50296806558847,21.64654893204657,0.20502968065588467,True,False
first_order_abs,5,103,8.195346246644651e-08,6.467719250289398e-08,1.727626996355253e-08,1.28613865113536e-08,1.6147219428219726e-08,8.195345913009078e-08,6.467718094427255e-08,4.071036945891035e-08,1.7871247938348766e-07,26.71153353290576,20.349218213531127,0.20349218213531128,True,False
first_order_abs,7,110,2.5841565893326776e-07,1.8698696004591304e-07,7.142869888735472e-08,3.930214198533122e-08,4.9258698009424506e-08,2.584156675311533e-07,1.869869379333977e-07,3.327153461206796e-08,1.1825699142521454e-07,38.19982894519276,20.212787642475515,0.20212787642475516,True,False
first_order_abs,47,41,6.234683585117846e-08,5.190778471575686e-08,1.0439051135421607e-08,7.399098267413251e-09,1.0775334335910712e-08,6.234684235550958e-08,5.190778651353867e-08,1.0432495933429657e-07,3.46341462986068e-08,20.110762176781517,31.333005206581444,0.20110762176781516,True,False
