layer,expert,beta_global,signed_residual,absolute_residual,signed_residual_over_abs_g0_pct,ratio_deviation_percentage_points
0,0,0.0,0.0,0.0,0.0,0.0
0,1,0.0,0.0,0.0,0.0,0.0
0,2,0.0,0.0,0.0,0.0,0.0
0,3,0.0,0.0,0.0,0.0,0.0
0,4,0.0,0.0,0.0,0.0,0.0
0,5,0.0,0.0,0.0,0.0,0.0
0,6,0.0,0.0,0.0,0.0,0.0
0,7,0.0,0.0,0.0,0.0,0.0
0,8,0.0,0.0,0.0,0.0,0.0
0,9,0.0,0.0,0.0,0.0,0.0
0,10,0.0,0.0,0.0,0.0,0.0
0,11,0.0,0.0,0.0,0.0,0.0
0,12,0.0,0.0,0.0,0.0,0.0
0,13,0.0,0.0,0.0,0.0,0.0
0,14,0.0,0.0,0.0,0.0,0.0
0,15,0.0,0.0,0.0,0.0,0.0
0,16,0.0,0.0,0.0,0.0,0.0
0,17,0.0,0.0,0.0,0.0,0.0
0,18,0.0,0.0,0.0,0.0,0.0
0,19,0.0,0.0,0.0,0.0,0.0
0,20,0.0,0.0,0.0,0.0,0.0
0,21,0.0,0.0,0.0,0.0,0.0
0,22,0.0,0.0,0.0,0.0,0.0
0,23,0.0,0.0,0.0,0.0,0.0
0,24,0.0,0.0,0.0,0.0,0.0
0,25,0.0,0.0,0.0,0.0,0.0
0,26,0.0,0.0,0.0,0.0,0.0
0,27,0.0,0.0,0.0,0.0,0.0
0,28,0.0,0.0,0.0,0.0,0.0
0,29,0.0,0.0,0.0,0.0,0.0
0,30,0.0,0.0,0.0,0.0,0.0
0,31,0.0,0.0,0.0,0.0,0.0
0,32,0.0,0.0,0.0,0.0,0.0
0,33,0.0,0.0,0.0,0.0,0.0
0,34,0.0,0.0,0.0,0.0,0.0
0,35,0.0,0.0,0.0,0.0,0.0
0,36,0.0,0.0,0.0,0.0,0.0
0,37,0.0,0.0,0.0,0.0,0.0
0,38,0.0,0.0,0.0,0.0,0.0
0,39,0.0,0.0,0.0,0.0,0.0
0,40,0.0,0.0,0.0,0.0,0.0
0,41,0.0,0.0,0.0,0.0,0.0
0,42,0.0,0.0,0.0,0.0,0.0
0,43,0.0,0.0,0.0,0.0,0.0
0,44,0.0,0.0,0.0,0.0,0.0
0,45,0.0,0.0,0.0,0.0,0.0
0,46,0.0,0.0,0.0,0.0,0.0
0,47,0.0,0.0,0.0,0.0,0.0
0,48,0.0,0.0,0.0,0.0,0.0
0,49,0.0,0.0,0.0,0.0,0.0
0,50,0.0,0.0,0.0,0.0,0.0
0,51,0.0,0.0,0.0,0.0,0.0
0,52,0.0,0.0,0.0,0.0,0.0
0,53,0.0,0.0,0.0,0.0,0.0
0,54,0.0,0.0,0.0,0.0,0.0
0,55,0.0,0.0,0.0,0.0,0.0
0,56,0.0,0.0,0.0,0.0,0.0
0,57,0.0,0.0,0.0,0.0,0.0
0,58,0.0,0.0,0.0,0.0,0.0
0,59,0.0,0.0,0.0,0.0,0.0
0,60,0.0,0.0,0.0,0.0,0.0
0,61,0.0,0.0,0.0,0.0,0.0
0,62,0.0,0.0,0.0,0.0,0.0
0,63,0.0,0.0,0.0,0.0,0.0
0,64,0.0,0.0,0.0,0.0,0.0
0,65,0.0,0.0,0.0,0.0,0.0
0,66,0.0,0.0,0.0,0.0,0.0
0,67,0.0,0.0,0.0,0.0,0.0
0,68,0.0,0.0,0.0,0.0,0.0
0,69,0.0,0.0,0.0,0.0,0.0
0,70,0.0,0.0,0.0,0.0,0.0
0,71,0.0,0.0,0.0,0.0,0.0
0,72,0.0,0.0,0.0,0.0,0.0
0,73,0.0,0.0,0.0,0.0,0.0
0,74,0.0,0.0,0.0,0.0,0.0
0,75,0.0,0.0,0.0,0.0,0.0
0,76,0.0,0.0,0.0,0.0,0.0
0,77,0.0,0.0,0.0,0.0,0.0
0,78,0.0,0.0,0.0,0.0,0.0
0,79,0.0,0.0,0.0,0.0,0.0
0,80,0.0,0.0,0.0,0.0,0.0
0,81,0.0,0.0,0.0,0.0,0.0
0,82,0.0,0.0,0.0,0.0,0.0
0,83,0.0,0.0,0.0,0.0,0.0
0,84,0.0,0.0,0.0,0.0,0.0
0,85,0.0,0.0,0.0,0.0,0.0
0,86,0.0,0.0,0.0,0.0,0.0
0,87,0.0,0.0,0.0,0.0,0.0
0,88,0.0,0.0,0.0,0.0,0.0
0,89,0.0,0.0,0.0,0.0,0.0
0,90,0.0,0.0,0.0,0.0,0.0
0,91,0.0,0.0,0.0,0.0,0.0
0,92,0.0,0.0,0.0,0.0,0.0
0,93,0.0,0.0,0.0,0.0,0.0
0,94,0.0,0.0,0.0,0.0,0.0
0,95,0.0,0.0,0.0,0.0,0.0
0,96,0.0,0.0,0.0,0.0,0.0
0,97,0.0,0.0,0.0,0.0,0.0
0,98,0.0,0.0,0.0,0.0,0.0
0,99,0.0,0.0,0.0,0.0,0.0
0,100,0.0,0.0,0.0,0.0,0.0
0,101,0.0,0.0,0.0,0.0,0.0
0,102,0.0,0.0,0.0,0.0,0.0
0,103,0.0,0.0,0.0,0.0,0.0
0,104,0.0,0.0,0.0,0.0,0.0
0,105,0.0,0.0,0.0,0.0,0.0
0,106,0.0,0.0,0.0,0.0,0.0
0,107,0.0,0.0,0.0,0.0,0.0
0,108,0.0,0.0,0.0,0.0,0.0
0,109,0.0,0.0,0.0,0.0,0.0
0,110,0.0,0.0,0.0,0.0,0.0
0,111,0.0,0.0,0.0,0.0,0.0
0,112,0.0,0.0,0.0,0.0,0.0
0,113,0.0,0.0,0.0,0.0,0.0
0,114,0.0,0.0,0.0,0.0,0.0
0,115,0.0,0.0,0.0,0.0,0.0
0,116,0.0,0.0,0.0,0.0,0.0
0,117,0.0,0.0,0.0,0.0,0.0
0,118,0.0,0.0,0.0,0.0,0.0
0,119,0.0,0.0,0.0,0.0,0.0
0,120,0.0,0.0,0.0,0.0,0.0
0,121,0.0,0.0,0.0,0.0,0.0
0,122,0.0,0.0,0.0,0.0,0.0
0,123,0.0,0.0,0.0,0.0,0.0
0,124,0.0,0.0,0.0,0.0,0.0
0,125,0.0,0.0,0.0,0.0,0.0
0,126,0.0,0.0,0.0,0.0,0.0
0,127,0.0,0.0,0.0,0.0,0.0
0,0,0.25,7.593925488436071e-11,7.593925488436071e-11,0.08304486170845135,-0.08304486170844427
0,1,0.25,2.2423023438022938e-09,2.2423023438022938e-09,0.43494003986536894,-0.4349400398653671
0,2,0.25,2.635520246485612e-09,2.635520246485612e-09,0.6105008185021481,-0.6105008185021461
0,3,0.25,2.0663470934323414e-10,2.0663470934323414e-10,0.0772682511096405,-0.07726825110964342
0,4,0.25,-2.6833646415980184e-11,2.6833646415980184e-11,-0.01167372427507146,0.011673724275070185
0,5,0.25,1.3464784842653899e-12,1.3464784842653899e-12,0.0012652055000853262,-0.0012652055000899054
0,6,0.25,1.2823475614709423e-10,1.2823475614709423e-10,0.18410781170441604,-0.18410781170442192
0,7,0.25,3.4073366350639844e-10,3.4073366350639844e-10,0.09092947313316031,-0.09092947313315847
0,8,0.25,-7.575629012990248e-11,7.575629012990248e-11,-0.03557510819847959,0.035575108198486305
0,9,0.25,2.142952482131477e-12,2.142952482131477e-12,0.011229786210283315,-0.011229786210279258
0,10,0.25,1.4353940258615694e-10,1.4353940258615694e-10,0.13137785931032814,-0.13137785931033363
0,11,0.25,3.1592062299523604e-11,3.1592062299523604e-11,0.048103652182850544,-0.048103652182845735
0,12,0.25,2.2885870976097067e-10,2.2885870976097067e-10,0.13613143612938206,-0.13613143612937506
0,13,0.25,-1.673221561304672e-10,1.673221561304672e-10,-0.0350298406312949,0.03502984063129588
0,14,0.25,3.6341418763186084e-10,3.6341418763186084e-10,0.13074408944484708,-0.13074408944484617
0,15,0.25,6.993072787508936e-12,6.993072787508936e-12,0.02058315461137169,-0.020583154611372834
0,16,0.25,1.6733480379116372e-08,1.6733480379116372e-08,1.2175395913317755,-1.2175395913317715
0,17,0.25,1.9279511320746678e-10,1.9279511320746678e-10,0.06554977620525851,-0.06554977620525904
0,18,0.25,-5.149658477421326e-12,5.149658477421326e-12,-0.003942026027869349,0.003942026027871748
0,19,0.25,-2.9320545991140534e-11,2.9320545991140534e-11,-0.006391303923577569,0.006391303923578562
0,20,0.25,1.142117511676588e-10,1.142117511676588e-10,0.11757421600944785,-0.1175742160094444
0,21,0.25,3.887983268668904e-09,3.887983268668904e-09,0.436429090340395,-0.4364290903403969
0,22,0.25,1.1293188606487092e-11,1.1293188606487092e-11,0.011305804303009568,-0.01130580430300654
0,23,0.25,1.7069012869797007e-11,1.7069012869797007e-11,0.007702995701361246,-0.007702995701365012
0,24,0.25,-1.858957432432362e-12,1.858957432432362e-12,-0.002403594942000209,0.0024035949419953795
0,25,0.25,-1.184208286986177e-11,1.184208286986177e-11,-0.019750327888328065,0.019750327888331753
0,26,0.25,1.2245315872405627e-09,1.2245315872405627e-09,0.6985856940837762,-0.6985856940837749
0,27,0.25,8.020304420597313e-10,8.020304420597313e-10,0.39848322845983436,-0.3984832284598383
0,28,0.25,3.850288976536831e-10,3.850288976536831e-10,0.09822578720206525,-0.0982257872020682
0,29,0.25,5.302425165609748e-12,5.302425165609748e-12,0.004789461682477399,-0.004789461682477736
0,30,0.25,1.9554136088117957e-11,1.9554136088117957e-11,0.010983284972822756,-0.010983284972823526
0,31,0.25,7.807727797626285e-10,7.807727797626285e-10,0.28333239992784415,-0.2833323999278434
0,32,0.25,2.0797763511382072e-10,2.0797763511382072e-10,0.14658955330733406,-0.14658955330733647
0,33,0.25,8.79332162639912e-11,8.79332162639912e-11,0.021873212323769566,-0.021873212323768598
0,34,0.25,6.071729785617208e-10,6.071729785617208e-10,0.10959685308306624,-0.10959685308306177
0,35,0.25,6.11650818882481e-09,6.11650818882481e-09,0.5326083346421338,-0.5326083346421342
0,36,0.25,8.962608433193964e-12,8.962608433193964e-12,0.02120057572452353,-0.02120057572452083
0,37,0.25,-3.567635076251463e-11,3.567635076251463e-11,-0.016299704196565148,0.016299704196569564
0,38,0.25,2.27018404075352e-12,2.27018404075352e-12,0.002881125830352638,-0.002881125830356268
0,39,0.25,7.849720873309707e-12,7.849720873309707e-12,0.006340265567453911,-0.006340265567459369
0,40,0.25,-8.642508930734039e-11,8.642508930734039e-11,-0.041053430365001475,0.04105343036499676
0,41,0.25,4.063060998760193e-11,4.063060998760193e-11,0.03870967960306374,-0.038709679603059044
0,42,0.25,-7.485567721232655e-12,7.485567721232655e-12,-0.005532219467636122,0.0055322194676392655
0,43,0.25,2.0521673249618289e-10,2.0521673249618289e-10,0.3085346701319595,-0.30853467013196223
0,44,0.25,1.724007603343125e-10,1.724007603343125e-10,0.118962557946642,-0.11896255794664512
0,45,0.25,2.3863577780502965e-10,2.3863577780502965e-10,0.13055497116478593,-0.1305549711647842
0,46,0.25,-8.533618256478803e-12,8.533618256478803e-12,-0.007215309769889894,0.007215309769890155
0,47,0.25,4.7555737126003805e-11,4.7555737126003805e-11,0.06618038550967587,-0.06618038550968208
0,48,0.25,1.092068657726486e-10,1.092068657726486e-10,0.2241024565023686,-0.22410245650236504
0,49,0.25,-3.9188208234008926e-11,3.9188208234008926e-11,-0.02658170738014037,0.026581707380145758
0,50,0.25,2.7282567316433415e-09,2.7282567316433415e-09,0.8125760689609519,-0.8125760689609507
0,51,0.25,-9.112710586123285e-12,9.112710586123285e-12,-0.006914633791289664,0.006914633791282654
0,52,0.25,-4.476419235288631e-12,4.476419235288631e-12,-0.003908914596172515,0.003908914596166824
0,53,0.25,1.3947740740150039e-09,1.3947740740150039e-09,0.6668209810700116,-0.6668209810700176
0,54,0.25,-4.2374992403892975e-11,4.2374992403892975e-11,-0.05084623221213146,0.050846232212137465
0,55,0.25,8.625988812127616e-12,8.625988812127616e-12,0.0082228999228375,-0.008222899922841975
0,56,0.25,-4.7130299662967445e-11,4.7130299662967445e-11,-0.025474361570176202,0.025474361570175574
0,57,0.25,5.07483122191843e-09,5.07483122191843e-09,1.0089021735598946,-1.008902173559889
0,58,0.25,-8.033573806187633e-12,8.033573806187633e-12,-0.007429750538137365,0.007429750538136659
0,59,0.25,2.9680435886803025e-10,2.9680435886803025e-10,0.19916778794851672,-0.19916778794851098
0,60,0.25,5.224123356128985e-10,5.224123356128985e-10,0.08770785448095125,-0.08770785448095353
0,61,0.25,8.744311941200067e-10,8.744311941200067e-10,0.33267622714540046,-0.3326762271453987
0,62,0.25,4.523030838754494e-10,4.523030838754494e-10,0.15352927272814976,-0.1535292727281501
0,63,0.25,1.0000462680181954e-09,1.0000462680181954e-09,0.1682360602562987,-0.1682360602563051
0,64,0.25,8.452687438875728e-10,8.452687438875728e-10,0.13276162983663536,-0.13276162983663653
0,65,0.25,1.1393339605092478e-09,1.1393339605092478e-09,0.27067596218115936,-0.2706759621811585
0,66,0.25,2.757793993168889e-11,2.757793993168889e-11,0.02859755806879226,-0.028597558068796047
